settlement_date,settlement_period,period_start_utc,embedded_wind_mw,embedded_solar_mw,embedded_wind_capacity_mw,embedded_solar_capacity_mw
2021-01-01,39,2021-01-01T19:00:00Z,1293,0,6527,13471
2021-01-01,40,2021-01-01T19:30:00Z,1285,0,6527,13471
2021-01-01,41,2021-01-01T20:00:00Z,1265,0,6527,13471
2021-01-01,42,2021-01-01T20:30:00Z,1284,0,6527,13471
2021-01-01,43,2021-01-01T21:00:00Z,1211,0,6527,13471
2021-01-01,44,2021-01-01T21:30:00Z,1164,0,6527,13471
2021-01-01,45,2021-01-01T22:00:00Z,1106,0,6527,13471
2021-01-01,46,2021-01-01T22:30:00Z,1087,0,6527,13471
2021-01-01,47,2021-01-01T23:00:00Z,1098,0,6527,13471
2021-01-01,48,2021-01-01T23:30:00Z,1137,0,6527,13471
2021-01-02,1,2021-01-02T00:00:00Z,1152,0,6527,13471
2021-01-02,2,2021-01-02T00:30:00Z,1186,0,6527,13471
2021-01-02,3,2021-01-02T01:00:00Z,1114,0,6527,13471
2021-01-02,4,2021-01-02T01:30:00Z,1069,0,6527,13471
2021-01-02,5,2021-01-02T02:00:00Z,1054,0,6527,13471
2021-01-02,6,2021-01-02T02:30:00Z,1062,0,6527,13471
2021-01-02,7,2021-01-02T03:00:00Z,1007,0,6527,13471
2021-01-02,8,2021-01-02T03:30:00Z,989,0,6527,13471
2021-01-02,9,2021-01-02T04:00:00Z,961,0,6527,13471
2021-01-02,10,2021-01-02T04:30:00Z,973,0,6527,13471
2021-01-02,11,2021-01-02T05:00:00Z,962,0,6527,13471
2021-01-02,12,2021-01-02T05:30:00Z,1001,0,6527,13471
2021-01-02,13,2021-01-02T06:00:00Z,1000,0,6527,13471
2021-01-02,14,2021-01-02T06:30:00Z,1029,0,6527,13471
2021-01-02,15,2021-01-02T07:00:00Z,951,0,6527,13471
2021-01-02,16,2021-01-02T07:30:00Z,911,0,6527,13471
2021-01-02,17,2021-01-02T08:00:00Z,916,1,6527,13471
2021-01-02,18,2021-01-02T08:30:00Z,954,158,6527,13471
2021-01-02,19,2021-01-02T09:00:00Z,915,685,6527,13471
2021-01-02,20,2021-01-02T09:30:00Z,908,1244,6527,13471
2021-01-02,21,2021-01-02T10:00:00Z,946,1745,6527,13471
2021-01-02,22,2021-01-02T10:30:00Z,1038,1845,6527,13471
2021-01-02,23,2021-01-02T11:00:00Z,1002,2139,6527,13471
2021-01-02,24,2021-01-02T11:30:00Z,1001,2286,6527,13471
2021-01-02,25,2021-01-02T12:00:00Z,1035,2367,6527,13471
2021-01-02,26,2021-01-02T12:30:00Z,1139,2248,6527,13471
2021-01-02,27,2021-01-02T13:00:00Z,1125,1888,6527,13471
2021-01-02,28,2021-01-02T13:30:00Z,1155,1206,6527,13471
2021-01-02,29,2021-01-02T14:00:00Z,1196,755,6527,13471
2021-01-02,30,2021-01-02T14:30:00Z,1280,511,6527,13471
2021-01-02,31,2021-01-02T15:00:00Z,1296,220,6527,13471
2021-01-02,32,2021-01-02T15:30:00Z,1348,35,6527,13471
2021-01-02,33,2021-01-02T16:00:00Z,1350,0,6527,13471
2021-01-02,34,2021-01-02T16:30:00Z,1388,0,6527,13471
2021-01-02,35,2021-01-02T17:00:00Z,1386,0,6527,13471
2021-01-02,36,2021-01-02T17:30:00Z,1438,0,6527,13471
2021-01-02,37,2021-01-02T18:00:00Z,1438,0,6527,13471
2021-01-02,38,2021-01-02T18:30:00Z,1476,0,6527,13471
2021-01-02,39,2021-01-02T19:00:00Z,1437,0,6527,13471
2021-01-02,40,2021-01-02T19:30:00Z,1435,0,6527,13471
2021-01-02,41,2021-01-02T20:00:00Z,1488,0,6527,13471
2021-01-02,42,2021-01-02T20:30:00Z,1571,0,6527,13471
2021-01-02,43,2021-01-02T21:00:00Z,1530,0,6527,13471
2021-01-02,44,2021-01-02T21:30:00Z,1517,0,6527,13471
2021-01-02,45,2021-01-02T22:00:00Z,1501,0,6527,13471
2021-01-02,46,2021-01-02T22:30:00Z,1516,0,6527,13471
2021-01-02,47,2021-01-02T23:00:00Z,1508,0,6527,13471
2021-01-02,48,2021-01-02T23:30:00Z,1519,0,6527,13471
2021-01-03,1,2021-01-03T00:00:00Z,1542,0,6527,13471
2021-01-03,2,2021-01-03T00:30:00Z,1586,0,6527,13471
2021-01-03,3,2021-01-03T01:00:00Z,1548,0,6527,13471
2021-01-03,4,2021-01-03T01:30:00Z,1543,0,6527,13471
2021-01-03,5,2021-01-03T02:00:00Z,1487,0,6527,13471
2021-01-03,6,2021-01-03T02:30:00Z,1457,0,6527,13471
2021-01-03,7,2021-01-03T03:00:00Z,1387,0,6527,13471
2021-01-03,8,2021-01-03T03:30:00Z,1342,0,6527,13471
2021-01-03,9,2021-01-03T04:00:00Z,1319,0,6527,13471
2021-01-03,10,2021-01-03T04:30:00Z,1337,0,6527,13471
2021-01-03,11,2021-01-03T05:00:00Z,1296,0,6527,13471
2021-01-03,12,2021-01-03T05:30:00Z,1286,0,6527,13471
2021-01-03,13,2021-01-03T06:00:00Z,1301,0,6527,13471
2021-01-03,14,2021-01-03T06:30:00Z,1365,0,6527,13471
2021-01-03,15,2021-01-03T07:00:00Z,1297,0,6527,13471
2021-01-03,16,2021-01-03T07:30:00Z,1291,0,6527,13471
2021-01-03,17,2021-01-03T08:00:00Z,1212,1,6527,13471
2021-01-03,18,2021-01-03T08:30:00Z,1170,74,6527,13471
2021-01-03,19,2021-01-03T09:00:00Z,1200,405,6527,13471
2021-01-03,20,2021-01-03T09:30:00Z,1252,872,6527,13471
2021-01-03,21,2021-01-03T10:00:00Z,1182,1275,6527,13471
2021-01-03,22,2021-01-03T10:30:00Z,1155,1700,6527,13471
2021-01-03,23,2021-01-03T11:00:00Z,1198,1868,6527,13471
2021-01-03,24,2021-01-03T11:30:00Z,1328,1776,6527,13471
2021-01-03,25,2021-01-03T12:00:00Z,1231,2125,6527,13471
2021-01-03,26,2021-01-03T12:30:00Z,1200,2050,6527,13471
2021-01-03,27,2021-01-03T13:00:00Z,1292,1992,6527,13471
2021-01-03,28,2021-01-03T13:30:00Z,1447,1548,6527,13471
2021-01-03,29,2021-01-03T14:00:00Z,1400,1145,6527,13471
2021-01-03,30,2021-01-03T14:30:00Z,1430,666,6527,13471
2021-01-03,31,2021-01-03T15:00:00Z,1429,279,6527,13471
2021-01-03,32,2021-01-03T15:30:00Z,1500,64,6527,13471
2021-01-03,33,2021-01-03T16:00:00Z,1488,0,6527,13471
2021-01-03,34,2021-01-03T16:30:00Z,1530,0,6527,13471
2021-01-03,35,2021-01-03T17:00:00Z,1495,0,6527,13471
2021-01-03,36,2021-01-03T17:30:00Z,1486,0,6527,13471
2021-01-03,37,2021-01-03T18:00:00Z,1536,0,6527,13471
2021-01-03,38,2021-01-03T18:30:00Z,1639,0,6527,13471
2021-01-03,39,2021-01-03T19:00:00Z,1587,0,6527,13471
2021-01-03,40,2021-01-03T19:30:00Z,1580,0,6527,13471
2021-01-03,41,2021-01-03T20:00:00Z,1673,0,6527,13471
2021-01-03,42,2021-01-03T20:30:00Z,1792,0,6527,13471
2021-01-03,43,2021-01-03T21:00:00Z,1710,0,6527,13471
2021-01-03,44,2021-01-03T21:30:00Z,1685,0,6527,13471
2021-01-03,45,2021-01-03T22:00:00Z,1693,0,6527,13471
2021-01-03,46,2021-01-03T22:30:00Z,1749,0,6527,13471
2021-01-03,47,2021-01-03T23:00:00Z,1653,0,6527,13471
2021-01-03,48,2021-01-03T23:30:00Z,1581,0,6527,13471
2021-01-04,1,2021-01-04T00:00:00Z,1568,0,6527,13471
2021-01-04,2,2021-01-04T00:30:00Z,1607,0,6527,13471
2021-01-04,3,2021-01-04T01:00:00Z,1569,0,6527,13471
2021-01-04,4,2021-01-04T01:30:00Z,1587,0,6527,13471
2021-01-04,5,2021-01-04T02:00:00Z,1692,0,6527,13471
2021-01-04,6,2021-01-04T02:30:00Z,1826,0,6527,13471
2021-01-04,7,2021-01-04T03:00:00Z,1826,0,6527,13471
2021-01-04,8,2021-01-04T03:30:00Z,1837,0,6527,13471
2021-01-04,9,2021-01-04T04:00:00Z,1821,0,6527,13471
2021-01-04,10,2021-01-04T04:30:00Z,1828,0,6527,13471
2021-01-04,11,2021-01-04T05:00:00Z,1892,0,6527,13471
2021-01-04,12,2021-01-04T05:30:00Z,1983,0,6527,13471
2021-01-04,13,2021-01-04T06:00:00Z,2020,0,6527,13471
2021-01-04,14,2021-01-04T06:30:00Z,2085,0,6527,13471
2021-01-04,15,2021-01-04T07:00:00Z,2090,0,6527,13471
2021-01-04,16,2021-01-04T07:30:00Z,2104,0,6527,13471
2021-01-04,17,2021-01-04T08:00:00Z,2193,0,6527,13471
2021-01-04,18,2021-01-04T08:30:00Z,2311,70,6527,13471
2021-01-04,19,2021-01-04T09:00:00Z,2338,233,6527,13471
2021-01-04,20,2021-01-04T09:30:00Z,2397,436,6527,13471
2021-01-04,21,2021-01-04T10:00:00Z,2395,673,6527,13471
2021-01-04,22,2021-01-04T10:30:00Z,2387,986,6527,13471
2021-01-04,23,2021-01-04T11:00:00Z,2436,1102,6527,13471
2021-01-04,24,2021-01-04T11:30:00Z,2502,1177,6527,13471
2021-01-04,25,2021-01-04T12:00:00Z,2546,1082,6527,13471
2021-01-04,26,2021-01-04T12:30:00Z,2593,1001,6527,13471
2021-01-04,27,2021-01-04T13:00:00Z,2485,875,6527,13471
2021-01-04,28,2021-01-04T13:30:00Z,2378,728,6527,13471
2021-01-04,29,2021-01-04T14:00:00Z,2402,546,6527,13471
2021-01-04,30,2021-01-04T14:30:00Z,2430,373,6527,13471
2021-01-04,31,2021-01-04T15:00:00Z,2464,185,6527,13471
2021-01-04,32,2021-01-04T15:30:00Z,2507,35,6527,13471
2021-01-04,33,2021-01-04T16:00:00Z,2448,0,6527,13471
2021-01-04,34,2021-01-04T16:30:00Z,2391,0,6527,13471
2021-01-04,35,2021-01-04T17:00:00Z,2287,0,6527,13471
2021-01-04,36,2021-01-04T17:30:00Z,2188,0,6527,13471
2021-01-04,37,2021-01-04T18:00:00Z,2108,0,6527,13471
2021-01-04,38,2021-01-04T18:30:00Z,2047,0,6527,13471
2021-01-04,39,2021-01-04T19:00:00Z,2038,0,6527,13471
2021-01-04,40,2021-01-04T19:30:00Z,2031,0,6527,13471
2021-01-04,41,2021-01-04T20:00:00Z,2008,0,6527,13471
2021-01-04,42,2021-01-04T20:30:00Z,1997,0,6527,13471
2021-01-04,43,2021-01-04T21:00:00Z,2028,0,6527,13471
2021-01-04,44,2021-01-04T21:30:00Z,2087,0,6527,13471
2021-01-04,45,2021-01-04T22:00:00Z,1987,0,6527,13471
2021-01-04,46,2021-01-04T22:30:00Z,1921,0,6527,13471
2021-01-04,47,2021-01-04T23:00:00Z,1964,0,6527,13471
2021-01-04,48,2021-01-04T23:30:00Z,2049,0,6527,13472
2021-01-05,1,2021-01-05T00:00:00Z,1992,0,6527,13472
2021-01-05,2,2021-01-05T00:30:00Z,1977,0,6527,13472
2021-01-05,3,2021-01-05T01:00:00Z,1908,0,6527,13472
2021-01-05,4,2021-01-05T01:30:00Z,1879,0,6527,13472
2021-01-05,5,2021-01-05T02:00:00Z,1780,0,6527,13472
2021-01-05,6,2021-01-05T02:30:00Z,1703,0,6527,13472
2021-01-05,7,2021-01-05T03:00:00Z,1708,0,6527,13472
2021-01-05,8,2021-01-05T03:30:00Z,1731,0,6527,13472
2021-01-05,9,2021-01-05T04:00:00Z,1697,0,6527,13472
2021-01-05,10,2021-01-05T04:30:00Z,1681,0,6527,13472
2021-01-05,11,2021-01-05T05:00:00Z,1739,0,6527,13472
2021-01-05,12,2021-01-05T05:30:00Z,1812,0,6527,13472
2021-01-05,13,2021-01-05T06:00:00Z,1803,0,6527,13472
2021-01-05,14,2021-01-05T06:30:00Z,1839,0,6527,13472
2021-01-05,15,2021-01-05T07:00:00Z,1723,0,6527,13472
2021-01-05,16,2021-01-05T07:30:00Z,1655,0,6527,13472
2021-01-05,17,2021-01-05T08:00:00Z,1615,1,6527,13472
2021-01-05,18,2021-01-05T08:30:00Z,1620,96,6527,13472
2021-01-05,19,2021-01-05T09:00:00Z,1629,404,6527,13472
2021-01-05,20,2021-01-05T09:30:00Z,1664,846,6527,13472
2021-01-05,21,2021-01-05T10:00:00Z,1739,1424,6527,13472
2021-01-05,22,2021-01-05T10:30:00Z,1851,1910,6527,13472
2021-01-05,23,2021-01-05T11:00:00Z,1839,2590,6527,13472
2021-01-05,24,2021-01-05T11:30:00Z,1853,2719,6527,13472
2021-01-05,25,2021-01-05T12:00:00Z,1853,2707,6527,13472
2021-01-05,26,2021-01-05T12:30:00Z,1872,2508,6527,13472
2021-01-05,27,2021-01-05T13:00:00Z,1789,2108,6527,13472
2021-01-05,28,2021-01-05T13:30:00Z,1768,1647,6527,13472
2021-01-05,29,2021-01-05T14:00:00Z,1748,1059,6527,13472
2021-01-05,30,2021-01-05T14:30:00Z,1767,736,6527,13472
2021-01-05,31,2021-01-05T15:00:00Z,1694,315,6527,13472
2021-01-05,32,2021-01-05T15:30:00Z,1659,67,6527,13472
2021-01-05,33,2021-01-05T16:00:00Z,1610,0,6527,13472
2021-01-05,34,2021-01-05T16:30:00Z,1594,0,6527,13472
2021-01-05,35,2021-01-05T17:00:00Z,1524,0,6527,13472
2021-01-05,36,2021-01-05T17:30:00Z,1491,0,6527,13472
2021-01-05,37,2021-01-05T18:00:00Z,1463,0,6527,13472
2021-01-05,38,2021-01-05T18:30:00Z,1455,0,6527,13472
2021-01-05,39,2021-01-05T19:00:00Z,1414,0,6527,13472
2021-01-05,40,2021-01-05T19:30:00Z,1396,0,6527,13472
2021-01-05,41,2021-01-05T20:00:00Z,1392,0,6527,13472
2021-01-05,42,2021-01-05T20:30:00Z,1414,0,6527,13472
2021-01-05,43,2021-01-05T21:00:00Z,1376,0,6527,13472
2021-01-05,44,2021-01-05T21:30:00Z,1376,0,6527,13472
2021-01-05,45,2021-01-05T22:00:00Z,1275,0,6527,13472
2021-01-05,46,2021-01-05T22:30:00Z,1219,0,6527,13472
2021-01-05,47,2021-01-05T23:00:00Z,1198,0,6527,13472
2021-01-05,48,2021-01-05T23:30:00Z,1212,0,6527,13472
2021-01-06,1,2021-01-06T00:00:00Z,1181,0,6527,13472
2021-01-06,2,2021-01-06T00:30:00Z,1174,0,6527,13472
2021-01-06,3,2021-01-06T01:00:00Z,1097,0,6527,13472
2021-01-06,4,2021-01-06T01:30:00Z,1046,0,6527,13472
2021-01-06,5,2021-01-06T02:00:00Z,1041,0,6527,13472
2021-01-06,6,2021-01-06T02:30:00Z,1068,0,6527,13472
2021-01-06,7,2021-01-06T03:00:00Z,1053,0,6527,13472
2021-01-06,8,2021-01-06T03:30:00Z,1068,0,6527,13472
2021-01-06,9,2021-01-06T04:00:00Z,1033,0,6527,13472
2021-01-06,10,2021-01-06T04:30:00Z,1021,0,6527,13472
2021-01-06,11,2021-01-06T05:00:00Z,969,0,6527,13472
2021-01-06,12,2021-01-06T05:30:00Z,944,0,6527,13472
2021-01-06,13,2021-01-06T06:00:00Z,825,0,6527,13472
2021-01-06,14,2021-01-06T06:30:00Z,760,0,6527,13472
2021-01-06,15,2021-01-06T07:00:00Z,716,0,6527,13472
2021-01-06,16,2021-01-06T07:30:00Z,720,0,6527,13472
2021-01-06,17,2021-01-06T08:00:00Z,739,0,6527,13472
2021-01-06,18,2021-01-06T08:30:00Z,798,43,6527,13472
2021-01-06,19,2021-01-06T09:00:00Z,687,254,6527,13472
2021-01-06,20,2021-01-06T09:30:00Z,620,658,6527,13472
2021-01-06,21,2021-01-06T10:00:00Z,589,1030,6527,13472
2021-01-06,22,2021-01-06T10:30:00Z,605,1385,6527,13472
2021-01-06,23,2021-01-06T11:00:00Z,610,1584,6527,13472
2021-01-06,24,2021-01-06T11:30:00Z,659,1890,6527,13472
2021-01-06,25,2021-01-06T12:00:00Z,632,2389,6527,13472
2021-01-06,26,2021-01-06T12:30:00Z,666,2349,6527,13472
2021-01-06,27,2021-01-06T13:00:00Z,659,2157,6527,13472
2021-01-06,28,2021-01-06T13:30:00Z,683,1673,6527,13472
2021-01-06,29,2021-01-06T14:00:00Z,662,1534,6527,13472
2021-01-06,30,2021-01-06T14:30:00Z,658,1125,6527,13472
2021-01-06,31,2021-01-06T15:00:00Z,609,561,6527,13472
2021-01-06,32,2021-01-06T15:30:00Z,598,115,6527,13472
2021-01-06,33,2021-01-06T16:00:00Z,597,0,6527,13472
2021-01-06,34,2021-01-06T16:30:00Z,625,0,6527,13472
2021-01-06,35,2021-01-06T17:00:00Z,604,0,6527,13472
2021-01-06,36,2021-01-06T17:30:00Z,609,0,6527,13472
2021-01-06,37,2021-01-06T18:00:00Z,582,0,6527,13472
2021-01-06,38,2021-01-06T18:30:00Z,575,0,6527,13472
2021-01-06,39,2021-01-06T19:00:00Z,636,0,6527,13472
2021-01-06,40,2021-01-06T19:30:00Z,727,0,6527,13472
2021-01-06,41,2021-01-06T20:00:00Z,716,0,6527,13472
2021-01-06,42,2021-01-06T20:30:00Z,723,0,6527,13472
2021-01-06,43,2021-01-06T21:00:00Z,698,0,6527,13472
2021-01-06,44,2021-01-06T21:30:00Z,702,0,6527,13472
2021-01-06,45,2021-01-06T22:00:00Z,651,0,6527,13472
2021-01-06,46,2021-01-06T22:30:00Z,627,0,6527,13472
2021-01-06,47,2021-01-06T23:00:00Z,638,0,6527,13472
2021-01-06,48,2021-01-06T23:30:00Z,666,0,6527,13473
2021-01-07,1,2021-01-07T00:00:00Z,671,0,6527,13473
2021-01-07,2,2021-01-07T00:30:00Z,695,0,6527,13473
2021-01-07,3,2021-01-07T01:00:00Z,679,0,6527,13473
2021-01-07,4,2021-01-07T01:30:00Z,687,0,6527,13473
2021-01-07,5,2021-01-07T02:00:00Z,693,0,6527,13473
2021-01-07,6,2021-01-07T02:30:00Z,721,0,6527,13473
2021-01-07,7,2021-01-07T03:00:00Z,675,0,6527,13473
2021-01-07,8,2021-01-07T03:30:00Z,645,0,6527,13473
2021-01-07,9,2021-01-07T04:00:00Z,649,0,6527,13473
2021-01-07,10,2021-01-07T04:30:00Z,673,0,6527,13473
2021-01-07,11,2021-01-07T05:00:00Z,653,0,6527,13473
2021-01-07,12,2021-01-07T05:30:00Z,658,0,6527,13473
2021-01-07,13,2021-01-07T06:00:00Z,670,0,6527,13473
2021-01-07,14,2021-01-07T06:30:00Z,715,0,6527,13473
2021-01-07,15,2021-01-07T07:00:00Z,680,0,6527,13473
2021-01-07,16,2021-01-07T07:30:00Z,672,0,6527,13473
2021-01-07,17,2021-01-07T08:00:00Z,654,2,6527,13473
2021-01-07,18,2021-01-07T08:30:00Z,657,87,6527,13473
2021-01-07,19,2021-01-07T09:00:00Z,646,477,6527,13473
2021-01-07,20,2021-01-07T09:30:00Z,650,917,6527,13473
2021-01-07,21,2021-01-07T10:00:00Z,643,1335,6527,13473
2021-01-07,22,2021-01-07T10:30:00Z,656,1694,6527,13473
2021-01-07,23,2021-01-07T11:00:00Z,650,2002,6527,13473
2021-01-07,24,2021-01-07T11:30:00Z,667,2144,6527,13473
2021-01-07,25,2021-01-07T12:00:00Z,687,2151,6527,13473
2021-01-07,26,2021-01-07T12:30:00Z,738,2234,6527,13473
2021-01-07,27,2021-01-07T13:00:00Z,732,2236,6527,13473
2021-01-07,28,2021-01-07T13:30:00Z,754,1929,6527,13473
2021-01-07,29,2021-01-07T14:00:00Z,760,1452,6527,13473
2021-01-07,30,2021-01-07T14:30:00Z,780,1025,6527,13473
2021-01-07,31,2021-01-07T15:00:00Z,766,527,6527,13473
2021-01-07,32,2021-01-07T15:30:00Z,766,110,6527,13473
2021-01-07,33,2021-01-07T16:00:00Z,769,1,6527,13473
2021-01-07,34,2021-01-07T16:30:00Z,788,0,6527,13473
2021-01-07,35,2021-01-07T17:00:00Z,783,0,6527,13473
2021-01-07,36,2021-01-07T17:30:00Z,800,0,6527,13473
2021-01-07,37,2021-01-07T18:00:00Z,798,0,6527,13473
2021-01-07,38,2021-01-07T18:30:00Z,826,0,6527,13473
2021-01-07,39,2021-01-07T19:00:00Z,829,0,6527,13473
2021-01-07,40,2021-01-07T19:30:00Z,854,0,6527,13473
2021-01-07,41,2021-01-07T20:00:00Z,885,0,6527,13473
2021-01-07,42,2021-01-07T20:30:00Z,937,0,6527,13473
2021-01-07,43,2021-01-07T21:00:00Z,914,0,6527,13473
2021-01-07,44,2021-01-07T21:30:00Z,919,0,6527,13473
2021-01-07,45,2021-01-07T22:00:00Z,938,0,6527,13473
2021-01-07,46,2021-01-07T22:30:00Z,981,0,6527,13473
2021-01-07,47,2021-01-07T23:00:00Z,1009,0,6527,13473
2021-01-07,48,2021-01-07T23:30:00Z,1066,0,6527,13473
2021-01-08,1,2021-01-08T00:00:00Z,1095,0,6527,13473
2021-01-08,2,2021-01-08T00:30:00Z,1159,0,6527,13473
2021-01-08,3,2021-01-08T01:00:00Z,1183,0,6527,13473
2021-01-08,4,2021-01-08T01:30:00Z,1221,0,6527,13473
2021-01-08,5,2021-01-08T02:00:00Z,1212,0,6527,13473
2021-01-08,6,2021-01-08T02:30:00Z,1233,0,6527,13473
2021-01-08,7,2021-01-08T03:00:00Z,1123,0,6527,13473
2021-01-08,8,2021-01-08T03:30:00Z,1038,0,6527,13473
2021-01-08,9,2021-01-08T04:00:00Z,1108,0,6527,13473
2021-01-08,10,2021-01-08T04:30:00Z,1212,0,6527,13473
2021-01-08,11,2021-01-08T05:00:00Z,1236,0,6527,13473
2021-01-08,12,2021-01-08T05:30:00Z,1308,0,6527,13473
2021-01-08,13,2021-01-08T06:00:00Z,1330,0,6527,13473
2021-01-08,14,2021-01-08T06:30:00Z,1385,0,6527,13473
2021-01-08,15,2021-01-08T07:00:00Z,1360,0,6527,13473
2021-01-08,16,2021-01-08T07:30:00Z,1357,0,6527,13473
2021-01-08,17,2021-01-08T08:00:00Z,1350,0,6527,13473
2021-01-08,18,2021-01-08T08:30:00Z,1358,53,6527,13473
2021-01-08,19,2021-01-08T09:00:00Z,1340,224,6527,13473
2021-01-08,20,2021-01-08T09:30:00Z,1348,480,6527,13473
2021-01-08,21,2021-01-08T10:00:00Z,1284,676,6527,13473
2021-01-08,22,2021-01-08T10:30:00Z,1240,863,6527,13473
2021-01-08,23,2021-01-08T11:00:00Z,1186,941,6527,13473
2021-01-08,24,2021-01-08T11:30:00Z,1185,984,6527,13473
2021-01-08,25,2021-01-08T12:00:00Z,1157,1050,6527,13473
2021-01-08,26,2021-01-08T12:30:00Z,1161,985,6527,13473
2021-01-08,27,2021-01-08T13:00:00Z,1126,961,6527,13473
2021-01-08,28,2021-01-08T13:30:00Z,1122,837,6527,13473
2021-01-08,29,2021-01-08T14:00:00Z,1091,614,6527,13473
2021-01-08,30,2021-01-08T14:30:00Z,1088,428,6527,13473
2021-01-08,31,2021-01-08T15:00:00Z,1033,205,6527,13473
2021-01-08,32,2021-01-08T15:30:00Z,1008,39,6527,13473
2021-01-08,33,2021-01-08T16:00:00Z,975,0,6527,13473
2021-01-08,34,2021-01-08T16:30:00Z,984,0,6527,13473
2021-01-08,35,2021-01-08T17:00:00Z,941,0,6527,13473
2021-01-08,36,2021-01-08T17:30:00Z,934,0,6527,13473
2021-01-08,37,2021-01-08T18:00:00Z,878,0,6527,13473
2021-01-08,38,2021-01-08T18:30:00Z,856,0,6527,13473
2021-01-08,39,2021-01-08T19:00:00Z,799,0,6527,13473
2021-01-08,40,2021-01-08T19:30:00Z,786,0,6527,13473
2021-01-08,41,2021-01-08T20:00:00Z,747,0,6527,13473
2021-01-08,42,2021-01-08T20:30:00Z,743,0,6527,13473
2021-01-08,43,2021-01-08T21:00:00Z,738,0,6527,13473
2021-01-08,44,2021-01-08T21:30:00Z,754,0,6527,13473
2021-01-08,45,2021-01-08T22:00:00Z,732,0,6527,13473
2021-01-08,46,2021-01-08T22:30:00Z,740,0,6527,13473
2021-01-08,47,2021-01-08T23:00:00Z,692,0,6527,13473
2021-01-08,48,2021-01-08T23:30:00Z,675,0,6527,13473
2021-01-09,1,2021-01-09T00:00:00Z,643,0,6527,13473
2021-01-09,2,2021-01-09T00:30:00Z,649,0,6527,13473
2021-01-09,3,2021-01-09T01:00:00Z,637,0,6527,13473
2021-01-09,4,2021-01-09T01:30:00Z,663,0,6527,13473
2021-01-09,5,2021-01-09T02:00:00Z,665,0,6527,13473
2021-01-09,6,2021-01-09T02:30:00Z,695,0,6527,13473
2021-01-09,7,2021-01-09T03:00:00Z,703,0,6527,13473
2021-01-09,8,2021-01-09T03:30:00Z,734,0,6527,13473
2021-01-09,9,2021-01-09T04:00:00Z,775,0,6527,13473
2021-01-09,10,2021-01-09T04:30:00Z,839,0,6527,13473
2021-01-09,11,2021-01-09T05:00:00Z,860,0,6527,13473
2021-01-09,12,2021-01-09T05:30:00Z,905,0,6527,13473
2021-01-09,13,2021-01-09T06:00:00Z,934,0,6527,13473
2021-01-09,14,2021-01-09T06:30:00Z,988,0,6527,13473
