settlement_date,settlement_period,period_start_utc,BIOMASS,CCGT,COAL,NPSHYD,NUCLEAR,OCGT,OIL,OTHER,PS,WIND,INTELEC,INTEW,INTFR,INTGRNL,INTIFA2,INTIRL,INTNED,INTNEM,INTNSL,INTVKL,INDO,ITSDO
2021-01-01,16,2021-01-01T07:30:00Z,3114,8333,0,389,5949,1,0,190,-20,4759,,204,1906,,0,54,0,950,,,25165,25785
2021-01-01,17,2021-01-01T08:00:00Z,3113,8697,93,402,5945,1,0,189,-20,4853,,204,2004,,0,154,0,810,,,25790,26410
2021-01-01,18,2021-01-01T08:30:00Z,3117,9323,260,404,5953,2,0,195,-20,4966,,144,2004,,0,162,0,810,,,26663,27282
2021-01-01,19,2021-01-01T09:00:00Z,3115,10261,368,419,5957,2,0,185,-14,5008,,118,2004,,0,306,0,998,,,28084,28698
2021-01-01,20,2021-01-01T09:30:00Z,3117,11367,617,420,5959,3,0,184,-12,5027,,26,2004,,0,364,0,1000,,,29444,30056
2021-01-01,21,2021-01-01T10:00:00Z,3115,12484,693,426,5950,3,0,190,-12,4971,,84,2004,,0,402,0,1000,,,30680,31292
2021-01-01,22,2021-01-01T10:30:00Z,3115,13499,691,425,5940,3,0,188,-12,5028,,60,2004,,0,402,0,1000,,,31637,32249
2021-01-01,23,2021-01-01T11:00:00Z,3115,14871,523,413,5935,2,0,185,-12,4820,,138,2004,,0,402,0,970,,,32682,33294
2021-01-01,24,2021-01-01T11:30:00Z,3109,15642,459,412,5934,3,0,184,-12,4653,,194,2004,,0,402,0,970,,,33316,33928
2021-01-01,25,2021-01-01T12:00:00Z,3113,16353,565,409,5934,3,0,184,-12,4600,,216,2004,,0,402,0,1000,,,34147,34759
2021-01-01,26,2021-01-01T12:30:00Z,3113,16521,784,414,5932,2,0,184,-12,4697,,156,2004,,0,402,0,1000,,,34634,35246
2021-01-01,27,2021-01-01T13:00:00Z,3112,16644,1125,431,5930,3,0,185,-8,4488,,144,2004,,0,402,0,1000,,,34872,35479
2021-01-01,28,2021-01-01T13:30:00Z,3108,16439,1412,426,5931,3,0,184,-8,4377,,136,2004,,0,402,0,1000,,,34819,35427
2021-01-01,29,2021-01-01T14:00:00Z,3108,16774,1447,395,5927,3,0,185,-10,4217,,90,2004,,0,402,0,1000,,,34928,35537
2021-01-01,30,2021-01-01T14:30:00Z,3078,17080,1251,406,5928,3,0,184,-12,4165,,92,2004,,0,402,0,1000,,,34988,35600
2021-01-01,31,2021-01-01T15:00:00Z,3076,17615,1237,440,5922,3,0,187,-14,4037,,4,2004,,0,402,0,1000,,,35330,35943
2021-01-01,32,2021-01-01T15:30:00Z,3078,18294,1123,466,5929,3,0,262,40,4043,,0,2004,,0,396,0,1000,,,36035,36649
2021-01-01,33,2021-01-01T16:00:00Z,3077,18818,980,593,5928,3,0,362,786,4169,,0,2004,,0,302,0,1020,,,37465,38077
2021-01-01,34,2021-01-01T16:30:00Z,3079,20054,1318,609,5925,3,0,367,1062,4228,,0,2004,,0,310,0,1020,,,39394,40003
2021-01-01,35,2021-01-01T17:00:00Z,3078,20402,1450,666,5933,41,0,483,1196,3949,,0,2004,,0,182,0,1020,,,39816,40425
2021-01-01,36,2021-01-01T17:30:00Z,3080,20487,1451,666,5926,70,0,515,944,3796,,14,2004,,0,152,0,1020,,,39540,40155
2021-01-01,37,2021-01-01T18:00:00Z,3077,19987,1325,623,5931,17,0,376,884,3998,,0,2004,,0,32,0,1020,,,38679,39295
2021-01-01,38,2021-01-01T18:30:00Z,3077,19731,1051,619,5927,4,0,328,792,3506,,0,2004,,0,-30,0,1020,,,37418,38065
2021-01-01,39,2021-01-01T19:00:00Z,3037,19248,1191,521,5930,3,0,327,60,3321,,0,2002,,0,90,0,1020,,,36145,36762
2021-01-01,40,2021-01-01T19:30:00Z,3046,18311,1088,508,5937,2,0,273,-14,3184,,0,2002,,0,148,0,1020,,,34902,35515
2021-01-01,41,2021-01-01T20:00:00Z,3050,17875,729,485,5928,0,0,204,-14,2987,,14,2004,,0,168,0,1020,,,33845,34458
2021-01-01,42,2021-01-01T20:30:00Z,3051,17079,567,482,5930,2,0,196,16,2855,,106,2004,,0,80,0,1020,,,32764,33376
2021-01-01,43,2021-01-01T21:00:00Z,3081,16167,482,478,5925,4,0,190,44,2885,,16,2002,,0,-74,0,1000,,,31598,32282
2021-01-01,44,2021-01-01T21:30:00Z,3082,14935,427,432,5926,3,0,186,72,3097,,0,2002,,0,-26,0,1000,,,30510,31146
2021-01-01,45,2021-01-01T22:00:00Z,3053,14128,188,423,5925,0,0,185,-14,3119,,0,2004,,0,32,0,1000,,,29401,30014
2021-01-01,46,2021-01-01T22:30:00Z,2787,13274,0,442,5927,0,0,184,-12,3209,,0,2004,,0,130,0,1000,,,28285,28897
2021-01-01,47,2021-01-01T23:00:00Z,2463,11891,0,415,5924,2,0,187,14,3157,,0,2004,,0,184,0,1000,,,26594,27203
2021-01-01,48,2020-12-31T23:30:00Z,3116,11201,0,404,5951,1,0,186,-16,4733,,282,2004,,0,182,0,1000,,,25631,26240
2021-01-02,1,2021-01-02T00:00:00Z,2465,11190,0,363,5923,4,0,191,-10,3002,,0,2004,,0,18,0,1000,,,25516,26125
2021-01-02,2,2021-01-02T00:30:00Z,2463,11370,0,351,5923,3,0,194,-10,3142,,0,2002,,0,88,0,1000,,,25889,26498
2021-01-02,3,2021-01-02T01:00:00Z,2461,11261,0,337,5926,5,0,193,44,2966,,0,1904,,0,46,0,950,,,25462,26077
2021-01-02,4,2021-01-02T01:30:00Z,2464,10760,0,337,5930,4,0,187,-240,3213,,0,1904,,0,62,0,950,,,24947,25786
2021-01-02,5,2021-01-02T02:00:00Z,2483,10403,0,333,5929,5,0,185,-554,3472,,0,1904,,0,18,0,950,,,24491,25646
2021-01-02,6,2021-01-02T02:30:00Z,2466,10048,0,309,5931,4,0,192,-564,3417,,0,1904,,0,18,0,950,,,24049,25213
2021-01-02,7,2021-01-02T03:00:00Z,2447,10160,0,313,5930,0,0,190,-816,3285,,0,1904,,0,18,0,950,,,23729,25149
2021-01-02,8,2021-01-02T03:30:00Z,2489,9742,0,312,5935,0,0,185,-880,3384,,0,1904,,0,-18,0,950,,,23356,24853
2021-01-02,9,2021-01-02T04:00:00Z,2493,9753,0,299,5926,0,0,186,-1152,3409,,0,1904,,0,-22,0,876,,,23039,24814
2021-01-02,10,2021-01-02T04:30:00Z,2494,9478,0,288,5929,0,0,187,-1152,3544,,0,1904,,0,-66,0,876,,,22865,24681
2021-01-02,11,2021-01-02T05:00:00Z,2491,9641,0,295,5927,0,0,184,-1158,3663,,0,1904,,0,-28,0,952,,,23214,24999
2021-01-02,12,2021-01-02T05:30:00Z,2497,9614,0,283,5925,0,0,186,-1144,3935,,0,1904,,0,-30,0,952,,,23482,25256
2021-01-02,13,2021-01-02T06:00:00Z,2497,9953,0,314,5925,1,0,186,-790,4344,,0,1904,,0,-108,0,952,,,24534,26033
2021-01-02,14,2021-01-02T06:30:00Z,2497,10620,0,320,5921,1,0,187,-490,4056,,0,1904,,0,-26,0,952,,,25306,26423
2021-01-02,15,2021-01-02T07:00:00Z,2459,11148,129,323,5929,2,0,183,-68,3955,,0,2002,,0,-106,0,1000,,,26312,27086
2021-01-02,16,2021-01-02T07:30:00Z,2431,11410,244,326,5925,2,0,184,-18,4100,,0,2004,,0,-94,0,1000,,,26875,27587
2021-01-02,17,2021-01-02T08:00:00Z,2443,12792,229,349,5923,2,0,193,-16,3832,,0,2004,,0,-16,0,1000,,,28102,28734
2021-01-02,18,2021-01-02T08:30:00Z,2480,14310,320,368,5924,2,0,194,-10,3496,,0,2004,,0,24,0,1000,,,29484,30095
2021-01-02,19,2021-01-02T09:00:00Z,2477,15156,703,377,5930,2,0,184,-12,3641,,0,2004,,0,-14,0,1000,,,30834,31460
2021-01-02,20,2021-01-02T09:30:00Z,2478,15342,1106,378,5926,3,0,195,188,3826,,0,2004,,0,-60,0,1000,,,31762,32429
2021-01-02,21,2021-01-02T10:00:00Z,2484,16177,1268,418,5925,1,0,198,14,3692,,0,2004,,0,-208,0,1000,,,32377,33194
2021-01-02,22,2021-01-02T10:30:00Z,2484,17025,1362,420,5926,1,0,192,-10,3284,,0,2004,,0,-230,0,996,,,32851,33691
2021-01-02,23,2021-01-02T11:00:00Z,2489,17485,1485,409,5933,0,0,192,102,3146,,0,2004,,0,-164,0,708,,,33174,33946
2021-01-02,24,2021-01-02T11:30:00Z,2490,17677,1500,423,5927,49,0,201,302,3183,,0,2004,,0,2,0,708,,,33850,34482
2021-01-02,25,2021-01-02T12:00:00Z,2482,17784,1528,434,5931,97,0,205,500,3086,,0,2004,,0,94,0,996,,,34524,35139
2021-01-02,26,2021-01-02T12:30:00Z,2480,18165,1527,433,5931,97,0,326,344,3099,,0,2004,,0,102,0,1000,,,34886,35503
2021-01-02,27,2021-01-02T13:00:00Z,2455,18467,1571,433,5924,97,0,326,284,3243,,0,2004,,0,216,0,1000,,,35406,36021
2021-01-02,28,2021-01-02T13:30:00Z,2462,18864,1610,431,5932,97,0,299,2,3140,,0,2004,,0,128,0,1000,,,35353,35967
2021-01-02,29,2021-01-02T14:00:00Z,2463,19100,1664,415,5931,58,0,198,-14,3239,,0,2004,,0,162,0,1000,,,35610,36224
2021-01-02,30,2021-01-02T14:30:00Z,2461,19135,1820,415,5924,48,0,185,-14,3517,,0,2004,,0,106,0,994,,,35986,36599
2021-01-02,31,2021-01-02T15:00:00Z,2466,19852,1935,437,5924,48,0,185,-14,3617,,0,2004,,0,18,0,650,,,36498,37111
2021-01-02,32,2021-01-02T15:30:00Z,2466,20273,2025,458,5928,52,0,184,-18,3653,,0,2004,,0,-24,0,650,,,37034,37675
2021-01-02,33,2021-01-02T16:00:00Z,2453,21042,2001,522,5926,100,0,254,460,3530,,0,2004,,0,-74,0,1014,,,38631,39336
2021-01-02,34,2021-01-02T16:30:00Z,2442,21779,2040,569,5929,131,0,521,1178,3663,,0,2004,,0,22,0,1020,,,40697,41311
2021-01-02,35,2021-01-02T17:00:00Z,2455,22069,2143,662,5922,146,0,530,1406,3788,,0,2004,,0,-94,0,1020,,,41444,42149
2021-01-02,36,2021-01-02T17:30:00Z,2465,22061,2128,662,5931,146,0,528,1382,3919,,0,2004,,0,-198,0,1020,,,41427,42236
2021-01-02,37,2021-01-02T18:00:00Z,2465,21696,2110,619,5936,146,0,495,946,3888,,0,2004,,0,-148,0,1020,,,40556,41317
2021-01-02,38,2021-01-02T18:30:00Z,2466,21235,1979,619,5937,107,0,415,714,3997,,0,2004,,0,-208,0,1020,,,39658,40478
2021-01-02,39,2021-01-02T19:00:00Z,2465,21213,1508,528,5929,54,0,280,242,4127,,0,2004,,0,-82,0,1020,,,38674,39365
2021-01-02,40,2021-01-02T19:30:00Z,2459,20299,1216,506,5935,9,0,170,-12,4131,,0,2004,,0,-34,0,1020,,,37086,37733
2021-01-02,41,2021-01-02T20:00:00Z,2454,19246,1281,429,5933,1,0,164,-10,4130,,0,2004,,0,-62,0,1020,,,35981,36654
2021-01-02,42,2021-01-02T20:30:00Z,2379,18057,1179,419,5932,1,0,166,-10,4197,,0,2004,,0,-68,0,1020,,,34684,35363
2021-01-02,43,2021-01-02T21:00:00Z,2378,17046,771,405,5937,1,0,175,-14,4571,,0,2004,,0,-210,0,1000,,,33451,34274
2021-01-02,44,2021-01-02T21:30:00Z,2375,15792,531,404,5930,1,0,176,-14,4655,,0,2004,,0,-144,0,1000,,,32100,32860
2021-01-02,45,2021-01-02T22:00:00Z,2372,14729,110,363,5934,0,0,165,-8,4630,,0,2004,,0,-76,0,1000,,,30590,31274
2021-01-02,46,2021-01-02T22:30:00Z,2358,13339,0,358,5935,0,0,150,-8,4753,,0,2004,,0,-70,0,1000,,,29190,29867
2021-01-02,47,2021-01-02T23:00:00Z,2352,11824,0,347,5923,0,0,157,6,4675,,0,2004,,0,-98,0,1000,,,27566,28270
2021-01-02,48,2021-01-01T23:30:00Z,2465,11326,0,393,5924,4,0,187,-10,2914,,0,2004,,0,54,0,1000,,,26758,27426
2021-01-03,1,2021-01-03T00:00:00Z,2351,10306,0,292,5932,0,0,150,-8,4913,,0,2004,,0,88,0,1000,,,26388,26995
2021-01-03,2,2021-01-03T00:30:00Z,2354,10430,0,292,5923,0,0,155,-8,4842,,0,2004,,0,172,0,1000,,,26536,27144
2021-01-03,3,2021-01-03T01:00:00Z,2364,10105,0,277,5930,0,0,160,-8,4837,,0,1904,,0,278,0,952,,,26159,26767
2021-01-03,4,2021-01-03T01:30:00Z,2368,9379,0,277,5927,0,0,164,-8,4894,,0,1904,,0,248,0,952,,,25457,26065
2021-01-03,5,2021-01-03T02:00:00Z,2371,8710,0,272,5933,0,0,164,-12,5071,,0,1904,,0,224,0,952,,,24937,25550
2021-01-03,6,2021-01-03T02:30:00Z,2370,8583,0,271,5933,0,0,164,-222,4969,,0,1904,,0,262,0,952,,,24530,25352
2021-01-03,7,2021-01-03T03:00:00Z,2370,8083,0,267,5935,0,0,183,-574,5367,,0,1904,,0,266,0,952,,,24097,25271
2021-01-03,8,2021-01-03T03:30:00Z,2383,7607,0,258,5936,0,0,165,-664,5426,,0,1902,,0,120,0,952,,,23440,24705
2021-01-03,9,2021-01-03T04:00:00Z,2388,7738,0,270,5938,0,0,165,-1140,5619,,0,1804,,0,18,0,902,,,23067,24808
2021-01-03,10,2021-01-03T04:30:00Z,2393,7630,0,272,5928,0,0,176,-1158,5499,,0,1804,,0,-16,0,902,,,22807,24581
2021-01-03,11,2021-01-03T05:00:00Z,2393,8252,0,304,5934,0,0,168,-1350,5254,,0,1804,,0,-38,0,804,,,22878,24866
2021-01-03,12,2021-01-03T05:30:00Z,2390,8370,0,309,5928,0,0,166,-1384,5254,,0,1804,,0,-90,0,804,,,22914,24988
2021-01-03,13,2021-01-03T06:00:00Z,2391,8269,0,328,5930,0,0,171,-1164,5655,,0,1904,,0,-20,0,952,,,23769,25553
2021-01-03,14,2021-01-03T06:30:00Z,2390,8701,0,327,5918,0,0,178,-1054,5648,,0,1896,,0,-80,0,952,,,24246,25979
2021-01-03,15,2021-01-03T07:00:00Z,2432,9290,122,327,5922,0,0,167,-386,5704,,0,1462,,0,-204,0,968,,,25175,26364
2021-01-03,16,2021-01-03T07:30:00Z,2459,9428,230,329,5922,1,0,163,-352,5767,,0,1466,,0,-94,0,968,,,25643,26689
2021-01-03,17,2021-01-03T08:00:00Z,2484,9835,229,335,5925,1,0,163,-146,5517,,0,1990,,0,48,0,1000,,,26721,27466
2021-01-03,18,2021-01-03T08:30:00Z,2554,10928,229,343,5920,1,0,164,-10,5660,,0,2004,,0,188,0,1000,,,28306,28916
2021-01-03,19,2021-01-03T09:00:00Z,2761,12052,368,388,5918,2,0,172,6,5895,,0,2004,,0,142,0,950,,,30000,30608
2021-01-03,20,2021-01-03T09:30:00Z,2949,13200,586,372,5920,3,0,176,30,5794,,0,2002,,0,90,0,950,,,31427,32039
2021-01-03,21,2021-01-03T10:00:00Z,2990,14036,973,398,5918,0,0,166,-12,5940,,0,2002,,0,-38,0,950,,,32668,33319
2021-01-03,22,2021-01-03T10:30:00Z,3009,14482,1299,404,5909,1,0,169,122,5777,,0,2004,,0,-76,0,950,,,33390,34076
2021-01-03,23,2021-01-03T11:00:00Z,3024,15638,1459,407,5910,0,0,164,14,5349,,0,2004,,0,-204,0,920,,,34025,34842
2021-01-03,24,2021-01-03T11:30:00Z,3047,16344,1495,422,5905,0,0,167,22,5052,,2,2004,,0,-308,0,920,,,34417,35285
2021-01-03,25,2021-01-03T12:00:00Z,3055,17143,1499,429,5908,31,0,169,26,4630,,-26,668,,0,-38,0,328,,,34969,35645
2021-01-03,26,2021-01-03T12:30:00Z,3052,17292,1464,408,5915,88,0,184,-10,4946,,2,2004,,0,-182,0,988,,,35502,36297
2021-01-03,27,2021-01-03T13:00:00Z,3047,17431,1299,419,5909,48,0,177,78,4972,,0,2004,,0,-204,0,1000,,,35540,36359
2021-01-03,28,2021-01-03T13:30:00Z,3040,17390,1234,419,5906,0,0,174,140,5250,,0,2004,,0,-222,0,1000,,,35702,36545
2021-01-03,29,2021-01-03T14:00:00Z,3034,17550,1422,419,5909,0,0,160,-14,5467,,0,2004,,0,-246,0,970,,,36035,36894
2021-01-03,30,2021-01-03T14:30:00Z,3039,17797,1353,420,5904,0,0,163,-14,5761,,0,2004,,0,-384,0,970,,,36378,37375
2021-01-03,31,2021-01-03T15:00:00Z,3028,18283,1165,430,5907,0,0,160,-14,6421,,-34,2004,,0,-384,0,972,,,37284,38316
2021-01-03,32,2021-01-03T15:30:00Z,3038,18394,1168,439,5904,14,0,165,176,6884,,-62,2004,,0,-234,0,972,,,38217,39127
2021-01-03,33,2021-01-03T16:00:00Z,3082,18936,1418,502,5909,39,0,196,952,6895,,-40,2002,,0,-88,0,1020,,,40185,40939
2021-01-03,34,2021-01-03T16:30:00Z,3080,19992,1497,536,5912,78,0,383,888,7169,,0,2004,,0,52,0,1020,,,41970,42581
2021-01-03,35,2021-01-03T17:00:00Z,3082,20090,1500,654,5910,87,0,470,814,7604,,0,2004,,0,-50,0,1020,,,42544,43206
2021-01-03,36,2021-01-03T17:30:00Z,3092,20064,1500,675,5904,66,0,260,888,7578,,0,2004,,0,-126,0,1020,,,42297,43035
2021-01-03,37,2021-01-03T18:00:00Z,3090,19587,1380,613,5911,2,0,163,868,7235,,0,2004,,0,-242,0,1020,,,41384,42238
2021-01-03,38,2021-01-03T18:30:00Z,3095,18506,1267,590,5911,0,0,169,668,7722,,0,2004,,0,-350,0,1020,,,39954,40915
2021-01-03,39,2021-01-03T19:00:00Z,3089,17414,1228,485,5908,0,0,160,136,7834,,0,2004,,0,-266,0,1020,,,38353,39236
2021-01-03,40,2021-01-03T19:30:00Z,3084,16009,740,465,5909,0,0,173,34,8327,,0,2002,,0,-320,0,1020,,,36788,37735
2021-01-03,41,2021-01-03T20:00:00Z,3081,14962,477,399,5905,0,0,167,240,8347,,0,1994,,0,-212,0,1020,,,35732,36556
2021-01-03,42,2021-01-03T20:30:00Z,3075,13908,258,393,5905,0,0,163,120,8256,,0,1994,,0,-238,0,1020,,,34198,35053
2021-01-03,43,2021-01-03T21:00:00Z,3081,12856,30,377,5912,0,0,178,310,8003,,0,2002,,0,-180,0,1000,,,32777,33570
2021-01-03,44,2021-01-03T21:30:00Z,3090,11682,0,374,5903,0,0,171,264,7745,,0,1992,,0,-216,0,1000,,,31339,32167
2021-01-03,45,2021-01-03T22:00:00Z,3080,11065,0,339,5905,0,0,162,136,7776,,0,1512,,0,-290,0,900,,,29905,30812
2021-01-03,46,2021-01-03T22:30:00Z,3080,9865,0,351,5904,0,0,168,-220,7765,,0,1502,,0,-342,0,900,,,28314,29510
2021-01-03,47,2021-01-03T23:00:00Z,3078,8079,0,342,5902,0,0,164,-158,7890,,62,1606,,0,-296,0,806,,,26786,27957
2021-01-03,48,2021-01-02T23:30:00Z,2348,11015,0,339,5930,0,0,145,-8,4707,,0,2002,,0,-56,0,1000,,,25648,26922
2021-01-04,1,2021-01-04T00:00:00Z,3075,6974,0,289,5899,0,0,168,-576,7861,,0,1606,,0,26,0,804,,,25442,26778
2021-01-04,2,2021-01-04T00:30:00Z,3076,7044,0,290,5905,1,0,153,-128,7841,,0,1606,,0,152,0,804,,,26076,26957
2021-01-04,3,2021-01-04T01:00:00Z,3091,7099,0,275,5906,3,0,141,-526,7938,,0,1606,,0,190,0,806,,,25860,27017
2021-01-04,4,2021-01-04T01:30:00Z,2937,6807,0,288,5902,1,0,209,-812,7930,,0,1606,,0,230,0,804,,,25233,26644
2021-01-04,5,2021-01-04T02:00:00Z,2849,6601,0,289,5903,8,0,274,-1014,7882,,0,1606,,0,132,0,804,,,24630,26245
2021-01-04,6,2021-01-04T02:30:00Z,2851,6473,0,288,5911,40,0,290,-1278,7930,,18,1606,,0,94,0,804,,,24352,26202
2021-01-04,7,2021-01-04T03:00:00Z,2850,6501,0,287,5907,48,0,287,-1406,7976,,0,1600,,0,-44,0,822,,,24131,26216
2021-01-04,8,2021-01-04T03:30:00Z,2854,6257,0,286,5910,0,0,224,-1548,8146,,0,1600,,0,-100,0,822,,,23790,26038
2021-01-04,9,2021-01-04T04:00:00Z,2847,6148,0,283,5910,36,0,183,-1314,8023,,0,1502,,0,-100,0,824,,,23663,25678
2021-01-04,10,2021-01-04T04:30:00Z,2847,6256,0,286,5913,16,0,174,-1554,8232,,-34,1500,,0,-50,0,824,,,23746,25983
2021-01-04,11,2021-01-04T05:00:00Z,2851,6530,0,304,5914,0,0,141,-1468,8509,,0,1362,,0,90,0,806,,,24352,26421
2021-01-04,12,2021-01-04T05:30:00Z,2853,6998,0,303,5910,0,0,144,-1294,8820,,0,1360,,0,150,0,806,,,25375,27338
2021-01-04,13,2021-01-04T06:00:00Z,2845,8814,0,302,5911,1,0,142,-586,8699,,0,1324,,0,136,0,862,,,27781,28982
2021-01-04,14,2021-01-04T06:30:00Z,2844,10942,0,302,5905,1,0,141,-512,8735,,0,1254,,0,106,0,862,,,29906,31017
2021-01-04,15,2021-01-04T07:00:00Z,2843,14333,134,301,5907,0,0,144,-266,8665,,0,82,,0,52,0,862,,,32390,33255
2021-01-04,16,2021-01-04T07:30:00Z,2844,15753,548,303,5899,0,0,145,-40,8627,,0,10,,0,-62,0,862,,,34235,34936
2021-01-04,17,2021-01-04T08:00:00Z,2800,17345,1075,331,5897,0,0,145,-16,8641,,0,8,,0,-56,0,792,,,36341,37018
2021-01-04,18,2021-01-04T08:30:00Z,2823,18061,1469,335,5892,0,0,160,162,8724,,0,20,,0,-60,0,792,,,37752,38414
2021-01-04,19,2021-01-04T09:00:00Z,2845,18588,1794,413,5901,0,0,150,106,8687,,-56,554,,0,-210,0,768,,,38925,39801
2021-01-04,20,2021-01-04T09:30:00Z,2847,18951,1900,351,5894,21,0,234,168,8702,,-8,562,,0,-286,0,770,,,39487,40395
2021-01-04,21,2021-01-04T10:00:00Z,2834,19254,1959,391,5900,96,0,444,190,8545,,0,212,,0,-376,0,850,,,39672,40660
2021-01-04,22,2021-01-04T10:30:00Z,2830,19636,1950,394,5899,97,0,443,106,8454,,0,212,,0,-390,0,850,,,39851,40856
2021-01-04,23,2021-01-04T11:00:00Z,2811,20160,1847,395,5907,97,0,412,10,8393,,-46,550,,0,-454,0,934,,,40380,41494
2021-01-04,24,2021-01-04T11:30:00Z,2612,20468,1772,404,5900,97,0,372,116,8349,,-40,562,,0,-456,0,934,,,40465,41569
2021-01-04,25,2021-01-04T12:00:00Z,2618,20463,1807,408,5904,97,0,388,174,8249,,-66,976,,0,-456,0,940,,,40869,41999
2021-01-04,26,2021-01-04T12:30:00Z,2620,20712,1808,392,5908,97,0,434,148,8187,,-60,986,,0,-456,0,940,,,41085,42211
2021-01-04,27,2021-01-04T13:00:00Z,2619,20830,1807,397,5912,97,0,420,-14,8362,,0,1242,,0,-430,0,974,,,41571,42614
2021-01-04,28,2021-01-04T13:30:00Z,2610,20818,1805,407,5905,63,0,336,32,8448,,0,1242,,0,-454,0,974,,,41522,42589
2021-01-04,29,2021-01-04T14:00:00Z,2619,21079,1815,407,5910,27,0,256,20,8698,,0,974,,0,-454,0,938,,,41655,42721
2021-01-04,30,2021-01-04T14:30:00Z,2626,21194,1811,411,5907,11,0,154,78,8569,,-34,966,,0,-454,0,938,,,41551,42655
2021-01-04,31,2021-01-04T15:00:00Z,2771,21474,1812,419,5907,65,0,208,-18,8583,,-156,708,,0,-454,0,820,,,41497,42725
2021-01-04,32,2021-01-04T15:30:00Z,2823,21296,1814,420,5904,90,0,290,16,8906,,-80,770,,0,-454,0,820,,,41977,43128
2021-01-04,33,2021-01-04T16:00:00Z,2825,20804,1813,507,5898,90,0,339,242,8961,,-76,1882,,0,-404,0,934,,,43190,44287
2021-01-04,34,2021-01-04T16:30:00Z,2820,21082,1809,578,5903,111,0,437,836,9010,,0,1946,,0,-292,0,936,,,44556,45460
2021-01-04,35,2021-01-04T17:00:00Z,2824,21401,1813,649,5902,187,0,482,862,8837,,0,2002,,0,-394,0,1020,,,44956,45962
2021-01-04,36,2021-01-04T17:30:00Z,2814,21306,1813,648,5899,187,0,462,902,8632,,0,2002,,0,-404,0,1020,,,44656,45670
2021-01-04,37,2021-01-04T18:00:00Z,2788,21050,1814,548,5898,187,0,427,906,8582,,0,1960,,0,-318,0,1020,,,44250,45178
2021-01-04,38,2021-01-04T18:30:00Z,2806,20858,1807,534,5897,182,0,323,632,8505,,0,1960,,0,-394,0,1020,,,43504,44509
2021-01-04,39,2021-01-04T19:00:00Z,2808,20600,1814,494,5905,7,0,191,8,8492,,-52,2002,,0,-454,0,1020,,,42234,43357
2021-01-04,40,2021-01-04T19:30:00Z,2816,19043,1783,472,5902,0,0,163,10,8643,,-30,2002,,0,-454,0,1020,,,40764,41863
2021-01-04,41,2021-01-04T20:00:00Z,2817,17556,1355,431,5906,0,0,152,-18,8587,,-92,2002,,0,-390,0,980,,,38667,39766
2021-01-04,42,2021-01-04T20:30:00Z,2816,16818,850,406,5896,0,0,155,46,8518,,-48,2002,,0,-336,0,980,,,37479,38478
2021-01-04,43,2021-01-04T21:00:00Z,2824,15932,463,387,5901,0,0,157,6,8436,,0,2002,,0,-404,0,946,,,36017,37037
