settlement_date,settlement_period,period_start_utc,BIOMASS,CCGT,COAL,NPSHYD,NUCLEAR,OCGT,OIL,OTHER,PS,WIND,INTELEC,INTEW,INTFR,INTGRNL,INTIFA2,INTIRL,INTNED,INTNEM,INTNSL,INTVKL,INDO,ITSDO
2016-01-01,1,2016-01-01T00:00:00Z,,5716,3434,710,8289,0,0,2040,-108,4675,,104,1756,,,26,870,,,,,
2016-01-01,2,2016-01-01T00:30:00Z,,6670,3583,659,8292,0,0,2025,38,4334,,26,1756,,,24,882,,,,,
2016-01-01,3,2016-01-01T01:00:00Z,,6985,3865,643,8297,0,0,1944,-276,3994,,36,1756,,,76,874,,,,,
2016-01-01,4,2016-01-01T01:30:00Z,,6839,3772,642,8285,0,0,1982,-558,3615,,64,1756,,,-12,886,,,,,
2016-01-01,5,2016-01-01T02:00:00Z,,6775,3555,642,8279,0,0,2043,-490,3031,,20,1756,,,-102,880,,,,,
2016-01-01,6,2016-01-01T02:30:00Z,,6897,3323,642,8276,0,0,2040,-400,2585,,2,1756,,,-64,866,,,,,
2016-01-01,7,2016-01-01T03:00:00Z,,7340,3099,665,8266,0,0,2033,-1082,2361,,-72,1756,,,-100,868,,,,,
2016-01-01,8,2016-01-01T03:30:00Z,,6927,3229,862,8254,0,0,2036,-1766,2210,,-74,1756,,,-100,884,,,,,
2016-01-01,9,2016-01-01T04:00:00Z,,6510,3302,934,8236,0,0,2030,-1888,2067,,-74,1756,,,-100,886,,,,,
2016-01-01,10,2016-01-01T04:30:00Z,,6137,3328,960,8230,0,0,2043,-1886,1967,,-32,1756,,,-100,872,,,,,
2016-01-01,11,2016-01-01T05:00:00Z,,6038,3217,960,8216,0,0,2044,-1652,1852,,-2,1756,,,-60,864,,,,,
2016-01-01,12,2016-01-01T05:30:00Z,,5833,3350,961,8216,0,0,2044,-1736,1861,,62,1756,,,-90,870,,,,,
2016-01-01,13,2016-01-01T06:00:00Z,,5864,3521,939,8226,0,0,2034,-1606,2081,,92,1754,,,-14,860,,,,,
2016-01-01,14,2016-01-01T06:30:00Z,,6000,3499,895,8224,0,0,1987,-1352,2151,,152,1682,,,-24,880,,,,,
2016-01-01,15,2016-01-01T07:00:00Z,,6443,3683,1021,8224,0,0,2029,-452,2182,,246,324,,,12,820,,,,,
2016-01-01,16,2016-01-01T07:30:00Z,,6202,3709,981,8220,0,0,2030,-114,2287,,288,206,,,12,800,,,,,
2016-01-01,17,2016-01-01T08:00:00Z,,5756,3470,966,8224,0,0,2000,150,2409,,288,976,,,62,776,,,,,
2016-01-01,18,2016-01-01T08:30:00Z,,6102,3574,953,8224,0,0,2025,342,2528,,288,960,,,114,790,,,,,
2016-01-01,19,2016-01-01T09:00:00Z,,6196,3637,925,8223,0,0,2040,346,2609,,288,1984,,,32,986,,,,,
2016-01-01,20,2016-01-01T09:30:00Z,,7008,3676,902,8225,0,0,1994,404,2830,,286,1996,,,52,964,,,,,
2016-01-01,21,2016-01-01T10:00:00Z,,7931,3731,688,8224,0,0,2031,476,2938,,244,1996,,,164,966,,,,,
2016-01-01,22,2016-01-01T10:30:00Z,,8457,4032,757,8230,0,0,2041,478,3157,,108,1996,,,116,966,,,,,
2016-01-01,23,2016-01-01T11:00:00Z,,8931,4314,903,8231,0,0,2039,406,3372,,32,1996,,,34,976,,,,,
2016-01-01,24,2016-01-01T11:30:00Z,,9310,4529,925,8232,0,0,2043,370,3574,,18,1996,,,-64,1002,,,,,
2016-01-01,25,2016-01-01T12:00:00Z,,9591,4892,998,8232,0,0,2033,548,3508,,-64,1996,,,-54,1020,,,,,
2016-01-01,26,2016-01-01T12:30:00Z,,9576,5160,1009,8234,0,0,2043,584,3621,,-142,1996,,,-104,986,,,,,
2016-01-01,27,2016-01-01T13:00:00Z,,9451,4907,1029,8239,0,0,2043,626,3981,,-194,1996,,,-110,966,,,,,
2016-01-01,28,2016-01-01T13:30:00Z,,9317,4526,1036,8236,0,0,1983,644,4333,,-158,1996,,,-84,986,,,,,
2016-01-01,29,2016-01-01T14:00:00Z,,9528,4107,984,8232,0,0,2037,636,4524,,-150,1996,,,-4,992,,,,,
2016-01-01,30,2016-01-01T14:30:00Z,,9221,4307,819,8236,0,0,2043,612,4700,,-120,1996,,,70,1000,,,,,
2016-01-01,31,2016-01-01T15:00:00Z,,9379,4481,781,8234,0,0,2043,494,4866,,-106,1996,,,96,980,,,,,
2016-01-01,32,2016-01-01T15:30:00Z,,9924,4512,766,8237,0,0,2043,332,5047,,-106,1996,,,94,984,,,,,
2016-01-01,33,2016-01-01T16:00:00Z,,11316,4684,691,8237,0,0,2041,476,5259,,-106,1996,,,-30,956,,,,,
2016-01-01,34,2016-01-01T16:30:00Z,,11970,4720,692,8236,0,0,2042,762,5543,,-106,1996,,,-118,1002,,,,,
2016-01-01,35,2016-01-01T17:00:00Z,,12421,4835,707,8237,0,0,2042,556,5585,,-164,1996,,,-74,998,,,,,
2016-01-01,36,2016-01-01T17:30:00Z,,12195,4768,741,8231,0,0,2026,680,5501,,-272,1996,,,-62,1004,,,,,
2016-01-01,37,2016-01-01T18:00:00Z,,11932,4693,742,8231,0,0,2031,344,5468,,-270,1996,,,-178,996,,,,,
2016-01-01,38,2016-01-01T18:30:00Z,,11213,4578,734,8233,0,0,2037,376,5356,,-242,1996,,,-156,1016,,,,,
2016-01-01,39,2016-01-01T19:00:00Z,,10189,4229,728,8237,0,0,2043,694,5355,,-262,1996,,,-52,1006,,,,,
2016-01-01,40,2016-01-01T19:30:00Z,,9541,3901,727,8233,0,0,2034,718,5168,,-262,1996,,,60,992,,,,,
2016-01-01,41,2016-01-01T20:00:00Z,,9228,3546,726,8228,0,0,2039,480,5027,,-192,1996,,,84,998,,,,,
2016-01-01,42,2016-01-01T20:30:00Z,,8215,3321,726,8227,0,0,2041,668,4915,,-154,1996,,,134,1014,,,,,
2016-01-01,43,2016-01-01T21:00:00Z,,7474,3229,703,8231,0,0,2040,454,4782,,-80,1996,,,130,1000,,,,,
2016-01-01,44,2016-01-01T21:30:00Z,,6423,3111,720,8229,0,0,2040,348,4877,,-38,1996,,,146,1004,,,,,
2016-01-01,45,2016-01-01T22:00:00Z,,5293,2958,719,8233,0,0,2041,334,4688,,-106,1996,,,190,988,,,,,
2016-01-01,46,2016-01-01T22:30:00Z,,4642,2644,709,8225,0,0,2042,270,4580,,-48,1996,,,144,1006,,,,,
2016-01-01,47,2016-01-01T23:00:00Z,,4581,2370,711,8163,0,0,1963,118,4577,,26,1484,,,68,734,,,,,
2016-01-01,48,2015-12-31T23:30:00Z,,5341,3512,963,8292,0,0,2037,-420,4832,,192,1756,,,32,846,,,,,
2016-01-02,1,2016-01-02T00:00:00Z,,4206,2059,693,8055,0,0,1715,-168,4603,,-102,1476,,,34,708,,,,,
2016-01-02,2,2016-01-02T00:30:00Z,,4348,2030,694,7984,0,0,1739,-232,4662,,-32,1476,,,106,722,,,,,
2016-01-02,3,2016-01-02T01:00:00Z,,4410,2063,692,7957,0,0,1921,-932,4718,,-100,1476,,,124,700,,,,,
2016-01-02,4,2016-01-02T01:30:00Z,,4069,2024,689,7939,0,0,1922,-1288,4654,,-90,1476,,,124,718,,,,,
2016-01-02,5,2016-01-02T02:00:00Z,,3895,2046,680,7830,0,0,1844,-1506,4557,,-120,1476,,,90,728,,,,,
2016-01-02,6,2016-01-02T02:30:00Z,,3784,2056,670,7801,0,0,1985,-1802,4554,,-120,1476,,,-48,710,,,,,
2016-01-02,7,2016-01-02T03:00:00Z,,3548,2027,658,7797,0,0,2030,-2240,4747,,-138,1476,,,-132,720,,,,,
2016-01-02,8,2016-01-02T03:30:00Z,,3337,1693,650,7798,0,0,1722,-2312,5126,,-138,1476,,,-134,716,,,,,
2016-01-02,9,2016-01-02T04:00:00Z,,3516,1667,650,7793,0,0,1212,-2412,5189,,-138,1476,,,-134,748,,,,,
2016-01-02,10,2016-01-02T04:30:00Z,,3474,1692,649,7793,0,0,1157,-2426,5235,,-110,1476,,,-134,740,,,,,
2016-01-02,11,2016-01-02T05:00:00Z,,3512,1921,648,7791,0,0,1190,-2424,5142,,-106,1476,,,-130,720,,,,,
2016-01-02,12,2016-01-02T05:30:00Z,,3518,1946,649,7792,0,0,1266,-2118,5239,,-88,1476,,,-128,722,,,,,
2016-01-02,13,2016-01-02T06:00:00Z,,3592,1854,649,7791,0,0,1241,-1090,5239,,-74,1476,,,-48,740,,,,,
2016-01-02,14,2016-01-02T06:30:00Z,,3477,2107,649,7789,0,0,1611,-676,5133,,-22,1476,,,24,746,,,,,
2016-01-02,15,2016-01-02T07:00:00Z,,4261,2466,654,7787,0,0,1817,-472,5071,,-88,1476,,,-66,706,,,,,
2016-01-02,16,2016-01-02T07:30:00Z,,4357,2828,654,7791,0,0,2036,-18,4999,,-90,1476,,,-114,674,,,,,
2016-01-02,17,2016-01-02T08:00:00Z,,5480,3052,654,7795,0,0,2035,96,5009,,-94,1478,,,-140,720,,,,,
2016-01-02,18,2016-01-02T08:30:00Z,,6447,3494,656,7795,0,0,2038,364,4843,,-26,1466,,,-100,762,,,,,
2016-01-02,19,2016-01-02T09:00:00Z,,7459,3734,668,7798,0,0,2009,330,4689,,-68,1988,,,-16,968,,,,,
2016-01-02,20,2016-01-02T09:30:00Z,,8448,3839,680,7790,0,0,2034,330,4735,,-62,1996,,,42,970,,,,,
2016-01-02,21,2016-01-02T10:00:00Z,,9403,3909,745,7790,0,0,2034,336,4804,,-2,1996,,,-54,972,,,,,
2016-01-02,22,2016-01-02T10:30:00Z,,10043,3968,794,7792,0,0,2036,334,4871,,-34,1996,,,-78,982,,,,,
2016-01-02,23,2016-01-02T11:00:00Z,,10357,4085,1005,7787,0,0,2041,372,4867,,-58,1996,,,-146,1012,,,,,
2016-01-02,24,2016-01-02T11:30:00Z,,11132,3933,1036,7782,0,0,2041,456,4674,,-102,1996,,,-146,1042,,,,,
2016-01-02,25,2016-01-02T12:00:00Z,,11630,4110,1052,7785,0,0,2039,642,4461,,-154,1996,,,-146,1008,,,,,
2016-01-02,26,2016-01-02T12:30:00Z,,11774,4190,1059,7780,0,0,2040,496,4432,,-86,1996,,,-146,1008,,,,,
2016-01-02,27,2016-01-02T13:00:00Z,,12225,4044,1058,7785,0,0,2038,420,4196,,-52,1996,,,-142,998,,,,,
2016-01-02,28,2016-01-02T13:30:00Z,,12364,3945,1058,7787,0,0,2030,386,4095,,0,1996,,,-74,974,,,,,
2016-01-02,29,2016-01-02T14:00:00Z,,12650,3747,1060,7780,0,0,2037,366,4053,,-28,1996,,,-44,996,,,,,
2016-01-02,30,2016-01-02T14:30:00Z,,12934,3641,1062,7782,0,0,2040,348,3871,,-104,1996,,,22,1002,,,,,
2016-01-02,31,2016-01-02T15:00:00Z,,12909,4056,1063,7777,0,0,2036,388,3777,,-186,1996,,,48,1018,,,,,
2016-01-02,32,2016-01-02T15:30:00Z,,13220,4694,1063,7782,0,0,2037,336,3806,,-176,1996,,,-70,988,,,,,
2016-01-02,33,2016-01-02T16:00:00Z,,14681,5115,1062,7787,0,0,2035,384,3874,,-106,1996,,,-156,860,,,,,
2016-01-02,34,2016-01-02T16:30:00Z,,15669,5507,1073,7787,0,0,2041,836,3950,,-52,1996,,,-158,874,,,,,
2016-01-02,35,2016-01-02T17:00:00Z,,16181,5664,1075,7791,0,0,2041,1392,4024,,-188,1996,,,-214,1000,,,,,
2016-01-02,36,2016-01-02T17:30:00Z,,16219,5780,1076,7790,0,0,2034,1482,4004,,-338,1996,,,-238,1004,,,,,
2016-01-02,37,2016-01-02T18:00:00Z,,16274,5687,1080,7785,0,0,2032,1266,3940,,-428,1996,,,-244,1018,,,,,
2016-01-02,38,2016-01-02T18:30:00Z,,16174,5292,1015,7783,0,0,1997,1248,3680,,-458,1996,,,-240,1012,,,,,
2016-01-02,39,2016-01-02T19:00:00Z,,15719,5126,1008,7787,0,0,1986,620,3726,,-350,1996,,,-218,966,,,,,
2016-01-02,40,2016-01-02T19:30:00Z,,14788,4542,1086,7785,0,0,2014,344,3805,,-202,1996,,,-92,986,,,,,
2016-01-02,41,2016-01-02T20:00:00Z,,13886,4071,1097,7781,0,0,2042,368,3830,,-114,1996,,,-48,998,,,,,
2016-01-02,42,2016-01-02T20:30:00Z,,12541,4030,1050,7782,0,0,2042,370,3883,,-142,1996,,,-48,1004,,,,,
2016-01-02,43,2016-01-02T21:00:00Z,,11688,3976,794,7777,0,0,2026,382,4000,,-216,1996,,,-48,1016,,,,,
2016-01-02,44,2016-01-02T21:30:00Z,,10484,3699,792,7785,0,0,2041,338,4060,,-250,1996,,,-82,1000,,,,,
2016-01-02,45,2016-01-02T22:00:00Z,,9476,3249,794,7780,0,0,2041,414,4196,,-166,1996,,,-148,1000,,,,,
2016-01-02,46,2016-01-02T22:30:00Z,,8770,2842,792,7783,0,0,2040,246,4226,,-136,1996,,,-74,998,,,,,
2016-01-02,47,2016-01-02T23:00:00Z,,8117,2725,734,7775,0,0,2042,178,4212,,-80,1504,,,-22,766,,,,,
2016-01-02,48,2016-01-01T23:30:00Z,,4017,2231,710,8075,0,0,1957,8,4581,,-96,1476,,,38,706,,,,,
2016-01-03,1,2016-01-03T00:00:00Z,,7048,2515,731,7778,0,0,2041,-12,4216,,4,1494,,,-130,714,,,,,
2016-01-03,2,2016-01-03T00:30:00Z,,7116,2519,722,7778,0,0,2039,-124,4078,,-16,1494,,,-48,742,,,,,
2016-01-03,3,2016-01-03T01:00:00Z,,7371,2589,694,7768,0,0,2041,-914,3763,,10,1494,,,94,752,,,,,
2016-01-03,4,2016-01-03T01:30:00Z,,6910,2548,673,7782,0,0,2042,-1166,3635,,46,1494,,,-28,716,,,,,
2016-01-03,5,2016-01-03T02:00:00Z,,6554,2447,673,7780,0,0,2040,-1706,3593,,46,1494,,,-34,724,,,,,
2016-01-03,6,2016-01-03T02:30:00Z,,6280,2314,672,7787,0,0,2042,-1866,3578,,46,1494,,,64,712,,,,,
2016-01-03,7,2016-01-03T03:00:00Z,,5436,2372,673,7780,0,0,2042,-1986,3877,,46,1494,,,-16,730,,,,,
2016-01-03,8,2016-01-03T03:30:00Z,,4939,2297,668,7783,0,0,2041,-2312,4038,,46,1494,,,48,742,,,,,
2016-01-03,9,2016-01-03T04:00:00Z,,4713,2254,657,7792,0,0,1959,-2282,3949,,108,1494,,,42,684,,,,,
2016-01-03,10,2016-01-03T04:30:00Z,,4991,2090,658,7783,0,0,1618,-2092,3810,,214,1496,,,-60,770,,,,,
2016-01-03,11,2016-01-03T05:00:00Z,,5036,2109,658,7784,0,0,1635,-2162,3797,,286,1496,,,-54,734,,,,,
2016-01-03,12,2016-01-03T05:30:00Z,,4768,2163,659,7780,0,0,1903,-2160,3806,,286,1496,,,24,734,,,,,
2016-01-03,13,2016-01-03T06:00:00Z,,5570,2223,659,7780,0,0,2037,-2286,3643,,286,1496,,,94,756,,,,,
2016-01-03,14,2016-01-03T06:30:00Z,,5765,2212,663,7778,0,0,2035,-2056,3506,,274,1496,,,190,762,,,,,
2016-01-03,15,2016-01-03T07:00:00Z,,5612,2181,678,7780,0,0,2042,-1248,3734,,226,1496,,,200,720,,,,,
2016-01-03,16,2016-01-03T07:30:00Z,,5480,2127,679,7785,0,0,2044,-532,3694,,194,1496,,,200,728,,,,,
2016-01-03,17,2016-01-03T08:00:00Z,,6129,2328,681,7783,0,0,2044,-94,3501,,124,1496,,,196,740,,,,,
2016-01-03,18,2016-01-03T08:30:00Z,,6751,2603,683,7789,0,0,2044,320,3581,,124,1490,,,170,730,,,,,
2016-01-03,19,2016-01-03T09:00:00Z,,7637,2629,697,7784,0,0,2042,332,3790,,124,1990,,,170,980,,,,,
2016-01-03,20,2016-01-03T09:30:00Z,,9014,2644,698,7784,0,0,2043,374,3949,,92,1996,,,180,1004,,,,,
2016-01-03,21,2016-01-03T10:00:00Z,,10438,2671,698,7788,0,0,2043,620,3976,,144,1996,,,180,1004,,,,,
2016-01-03,22,2016-01-03T10:30:00Z,,11414,2905,710,7790,0,0,2044,510,4128,,172,1996,,,170,992,,,,,
2016-01-03,23,2016-01-03T11:00:00Z,,12146,3014,734,7794,0,0,2042,332,4445,,112,1996,,,126,970,,,,,
2016-01-03,24,2016-01-03T11:30:00Z,,12632,3009,727,7784,0,0,2043,336,4719,,144,1996,,,170,982,,,,,
2016-01-03,25,2016-01-03T12:00:00Z,,13103,2967,728,7781,0,0,2043,422,4894,,176,1996,,,172,1012,,,,,
2016-01-03,26,2016-01-03T12:30:00Z,,13190,3036,730,7774,0,0,2042,782,4994,,92,1996,,,126,1016,,,,,
2016-01-03,27,2016-01-03T13:00:00Z,,13382,3043,733,7784,0,0,2042,850,5132,,24,1996,,,100,992,,,,,
2016-01-03,28,2016-01-03T13:30:00Z,,13702,3113,733,7776,0,0,2041,418,5214,,-10,1996,,,114,976,,,,,
2016-01-03,29,2016-01-03T14:00:00Z,,13902,3262,725,7775,0,0,2040,378,5086,,-82,1996,,,62,1014,,,,,
2016-01-03,30,2016-01-03T14:30:00Z,,13713,3523,725,7776,0,0,2040,340,5002,,-74,1996,,,62,974,,,,,
2016-01-03,31,2016-01-03T15:00:00Z,,13671,3924,731,7784,0,0,2038,330,4994,,-108,1996,,,90,954,,,,,
2016-01-03,32,2016-01-03T15:30:00Z,,13789,4711,710,7822,0,0,2040,378,4816,,-110,1996,,,94,1010,,,,,
2016-01-03,33,2016-01-03T16:00:00Z,,15029,5348,704,7893,0,0,2041,336,4702,,-100,1996,,,74,986,,,,,
2016-01-03,34,2016-01-03T16:30:00Z,,16044,5878,826,7910,0,0,2041,594,4671,,-34,1996,,,16,1034,,,,,
2016-01-03,35,2016-01-03T17:00:00Z,,16565,6064,827,7919,0,0,2041,732,4769,,-104,1996,,,-54,1000,,,,,
2016-01-03,36,2016-01-03T17:30:00Z,,16570,6198,840,7918,0,0,2040,350,4756,,-172,1996,,,-118,996,,,,,
2016-01-03,37,2016-01-03T18:00:00Z,,16412,5885,751,7916,0,0,2041,566,4800,,-240,1996,,,-188,1036,,,,,
2016-01-03,38,2016-01-03T18:30:00Z,,16212,5480,751,7916,0,0,2041,888,4347,,-204,1996,,,-144,1012,,,,,
2016-01-03,39,2016-01-03T19:00:00Z,,15852,5211,751,7920,0,0,2040,706,3976,,-160,1996,,,-56,1020,,,,,
2016-01-03,40,2016-01-03T19:30:00Z,,15205,4980,752,7915,0,0,2040,498,3780,,-122,1998,,,-58,1026,,,,,
2016-01-03,41,2016-01-03T20:00:00Z,,14753,4607,769,7909,0,0,2040,682,3616,,-178,1996,,,-44,1040,,,,,
2016-01-03,42,2016-01-03T20:30:00Z,,13805,4543,782,7912,0,0,2041,468,3377,,-64,1996,,,-44,1018,,,,,
2016-01-03,43,2016-01-03T21:00:00Z,,12631,4460,783,7905,0,0,2040,416,3145,,70,1996,,,16,1022,,,,,
2016-01-03,44,2016-01-03T21:30:00Z,,11389,4072,783,7892,0,0,2040,438,2948,,170,1996,,,26,1028,,,,,
2016-01-03,45,2016-01-03T22:00:00Z,,10307,3809,783,7875,0,0,2040,400,2816,,270,1996,,,18,1008,,,,,
2016-01-03,46,2016-01-03T22:30:00Z,,9062,3440,779,7859,0,0,2041,406,2810,,248,1996,,,84,1010,,,,,
2016-01-03,47,2016-01-03T23:00:00Z,,8580,2980,718,7842,0,0,2042,214,2716,,228,1564,,,160,758,,,,,
2016-01-03,48,2016-01-02T23:30:00Z,,7494,2549,734,7777,0,0,2041,8,4198,,-46,1494,,,-70,732,,,,,
2016-01-04,1,2016-01-04T00:00:00Z,,7793,2789,710,7820,0,0,2043,-292,2633,,282,1558,,,196,732,,,,,
2016-01-04,2,2016-01-04T00:30:00Z,,8363,2764,703,7804,0,0,2043,-510,2727,,182,1558,,,198,724,,,,,
2016-01-04,3,2016-01-04T01:00:00Z,,8706,2848,686,7797,0,0,2043,-1116,2726,,34,1558,,,194,724,,,,,
2016-01-04,4,2016-01-04T01:30:00Z,,8792,2910,688,7794,0,0,2041,-1506,2585,,-88,1558,,,96,728,,,,,
2016-01-04,5,2016-01-04T02:00:00Z,,8596,2944,688,7792,0,0,2040,-1816,2670,,-164,1558,,,14,714,,,,,
2016-01-04,6,2016-01-04T02:30:00Z,,8267,2754,688,7779,0,0,2042,-1814,2893,,-164,1558,,,12,710,,,,,
2016-01-04,7,2016-01-04T03:00:00Z,,7845,2672,690,7765,0,0,2038,-1796,2828,,-164,1558,,,16,732,,,,,
2016-01-04,8,2016-01-04T03:30:00Z,,7551,2547,690,7759,0,0,2038,-1876,2839,,-164,1558,,,-30,714,,,,,
2016-01-04,9,2016-01-04T04:00:00Z,,7328,2508,691,7745,0,0,2040,-1892,2966,,-164,1558,,,-84,738,,,,,
2016-01-04,10,2016-01-04T04:30:00Z,,7427,2636,690,7741,0,0,2038,-1990,2960,,-164,1558,,,-58,730,,,,,
2016-01-04,11,2016-01-04T05:00:00Z,,7831,2767,690,7735,0,0,2042,-1948,2940,,-92,1558,,,-30,744,,,,,
2016-01-04,12,2016-01-04T05:30:00Z,,7945,3023,689,7735,0,0,2040,-1072,2824,,48,1548,,,-48,736,,,,,
2016-01-04,13,2016-01-04T06:00:00Z,,9090,3875,688,7728,0,0,2042,-252,3003,,116,1996,,,26,456,,,,,
2016-01-04,14,2016-01-04T06:30:00Z,,11297,4692,695,7731,0,0,2040,-124,2869,,134,1996,,,28,434,,,,,
2016-01-04,15,2016-01-04T07:00:00Z,,13383,5535,782,7732,0,0,2041,120,2848,,28,1996,,,-42,762,,,,,
2016-01-04,16,2016-01-04T07:30:00Z,,14773,6232,783,7728,0,0,2043,262,2882,,-124,1998,,,-94,772,,,,,
2016-01-04,17,2016-01-04T08:00:00Z,,15565,6630,786,7726,0,0,2043,480,2916,,-246,1996,,,-162,1016,,,,,
2016-01-04,18,2016-01-04T08:30:00Z,,16426,6633,800,7731,0,0,2042,418,2964,,-338,1998,,,-156,1016,,,,,
2016-01-04,19,2016-01-04T09:00:00Z,,17204,6789,817,7729,0,0,2044,572,3123,,-300,1996,,,-216,732,,,,,
2016-01-04,20,2016-01-04T09:30:00Z,,17400,6765,818,7726,0,0,2043,384,3359,,-266,1998,,,-158,710,,,,,
2016-01-04,21,2016-01-04T10:00:00Z,,17315,6846,820,7725,0,0,2040,336,3444,,-270,1998,,,-148,838,,,,,
2016-01-04,22,2016-01-04T10:30:00Z,,17303,6906,794,7733,0,0,2031,326,3553,,-278,1996,,,-212,814,,,,,
2016-01-04,23,2016-01-04T11:00:00Z,,17313,6914,778,7733,0,0,2035,326,3625,,-362,1996,,,-212,918,,,,,
2016-01-04,24,2016-01-04T11:30:00Z,,17313,6915,763,7732,0,0,2040,434,3759,,-378,1996,,,-212,932,,,,,
2016-01-04,25,2016-01-04T12:00:00Z,,17460,6879,760,7724,0,0,2035,774,3714,,-420,1996,,,-212,1024,,,,,
2016-01-04,26,2016-01-04T12:30:00Z,,17421,6946,763,7728,0,0,2036,592,3890,,-432,1998,,,-212,994,,,,,
2016-01-04,27,2016-01-04T13:00:00Z,,17397,6881,795,7726,0,0,2039,564,4062,,-474,1998,,,-212,996,,,,,
2016-01-04,28,2016-01-04T13:30:00Z,,17398,6787,818,7730,0,0,2034,480,4028,,-440,1998,,,-212,1004,,,,,
2016-01-04,29,2016-01-04T14:00:00Z,,17535,6809,830,7723,0,0,2034,478,4063,,-460,1998,,,-202,1028,,,,,
2016-01-04,30,2016-01-04T14:30:00Z,,17598,6706,829,7787,0,0,2035,448,4251,,-460,1998,,,-214,998,,,,,
2016-01-04,31,2016-01-04T15:00:00Z,,17750,7180,825,7834,0,0,2036,410,4257,,-478,1998,,,-172,388,,,,,
2016-01-04,32,2016-01-04T15:30:00Z,,18148,7792,828,7834,0,0,2038,420,4343,,-480,1996,,,-188,336,,,,,
2016-01-04,33,2016-01-04T16:00:00Z,,18919,8683,856,7834,0,0,2040,344,4363,,-448,1996,,,-122,334,,,,,
2016-01-04,34,2016-01-04T16:30:00Z,,19547,9174,955,7826,29,0,2037,556,4512,,-442,1998,,,-156,352,,,,,
2016-01-04,35,2016-01-04T17:00:00Z,,19794,8938,949,7801,168,0,2041,434,4556,,-442,1998,,,-248,798,,,,,
2016-01-04,36,2016-01-04T17:30:00Z,,19767,8957,935,7740,13,0,2038,468,4572,,-442,1998,,,-250,840,,,,,
2016-01-04,37,2016-01-04T18:00:00Z,,19996,8922,889,7634,0,0,2034,596,4514,,-442,1996,,,-246,846,,,,,
2016-01-04,38,2016-01-04T18:30:00Z,,19729,8478,827,7699,0,0,2038,768,4466,,-442,1996,,,-246,842,,,,,
2016-01-04,39,2016-01-04T19:00:00Z,,18149,8530,826,7709,0,0,2040,1066,4399,,-440,1998,,,-238,978,,,,,
2016-01-04,40,2016-01-04T19:30:00Z,,17060,8350,826,7701,0,0,2038,642,4513,,-412,1996,,,-238,996,,,,,
2016-01-04,41,2016-01-04T20:00:00Z,,16082,7977,823,7705,0,0,2034,336,4485,,-412,1996,,,-198,972,,,,,
2016-01-04,42,2016-01-04T20:30:00Z,,15516,6767,823,7706,0,0,2026,364,4394,,-374,1998,,,-224,996,,,,,
2016-01-04,43,2016-01-04T21:00:00Z,,14830,5522,803,7705,0,0,2017,554,4238,,-330,1996,,,-126,1008,,,,,
2016-01-04,44,2016-01-04T21:30:00Z,,13301,4985,800,7706,0,0,2030,544,3920,,-298,1996,,,-6,1020,,,,,
2016-01-04,45,2016-01-04T22:00:00Z,,11787,4539,782,7704,0,0,2020,528,3644,,-168,1996,,,110,1012,,,,,
2016-01-04,46,2016-01-04T22:30:00Z,,10474,3921,777,7701,0,0,2052,360,3495,,-54,1998,,,176,1000,,,,,
2016-01-04,47,2016-01-04T23:00:00Z,,8752,3585,804,7700,0,0,2041,286,3387,,98,1898,,,148,942,,,,,
2016-01-04,48,2016-01-03T23:30:00Z,,7755,2782,717,7830,0,0,2042,8,2667,,260,1556,,,180,722,,,,,
2016-01-05,1,2016-01-05T00:00:00Z,,8064,3175,774,7705,0,0,2032,-452,3159,,286,1898,,,200,934,,,,,
2016-01-05,2,2016-01-05T00:30:00Z,,8586,2918,769,7701,0,0,2032,-584,3179,,286,1896,,,200,944,,,,,
2016-01-05,3,2016-01-05T01:00:00Z,,9187,2861,734,7702,0,0,2026,-1326,3091,,246,1896,,,200,962,,,,,
2016-01-05,4,2016-01-05T01:30:00Z,,8887,2940,753,7702,0,0,2035,-1752,3133,,104,1896,,,198,942,,,,,
2016-01-05,5,2016-01-05T02:00:00Z,,8522,3030,744,7743,0,0,2027,-2074,3127,,46,1896,,,180,926,,,,,
2016-01-05,6,2016-01-05T02:30:00Z,,8257,3071,736,7768,0,0,2043,-2174,3223,,20,1896,,,178,932,,,,,
2016-01-05,7,2016-01-05T03:00:00Z,,7756,3018,705,7781,0,0,2066,-2154,3351,,-124,1896,,,160,948,,,,,
2016-01-05,8,2016-01-05T03:30:00Z,,7149,2927,702,7798,0,0,2066,-2278,3759,,-174,1896,,,160,888,,,,,
2016-01-05,9,2016-01-05T04:00:00Z,,6932,2631,708,7794,0,0,2054,-2298,3965,,-174,1896,,,160,918,,,,,
2016-01-05,10,2016-01-05T04:30:00Z,,6933,2592,709,7808,0,0,2053,-2258,4054,,-174,1896,,,160,926,,,,,
2016-01-05,11,2016-01-05T05:00:00Z,,7224,2654,709,7815,0,0,2061,-1968,3959,,-102,1896,,,160,932,,,,,
2016-01-05,12,2016-01-05T05:30:00Z,,7849,2944,705,7788,0,0,2063,-1364,3674,,22,1894,,,148,930,,,,,
2016-01-05,13,2016-01-05T06:00:00Z,,9299,3371,703,7784,0,0,2053,-276,3735,,110,1996,,,164,986,,,,,
2016-01-05,14,2016-01-05T06:30:00Z,,11381,4207,709,7781,0,0,2062,126,3578,,240,1996,,,170,1000,,,,,
