settlement_date,settlement_period,system_sell_price
2019-01-04,5,48.75
2019-01-04,6,48.75
2019-01-04,7,49.05
2019-01-04,8,48.0
2019-01-04,9,48.0
2019-01-04,10,48.0
2019-01-04,11,47.3
2019-01-04,12,45.0
2019-01-04,13,45.0
2019-01-04,14,39.0
2019-01-04,15,39.0
2019-01-04,16,45.9
2019-01-04,17,47.3
2019-01-04,18,47.3
2019-01-04,19,49.5
2019-01-04,20,51.1
2019-01-04,21,84.0
2019-01-04,22,51.25
2019-01-04,23,50.4
2019-01-04,24,50.4
2019-01-04,25,50.15
2019-01-04,26,50.71138
2019-01-04,27,53.75
2019-01-04,28,53.75
2019-01-04,29,53.77
2019-01-04,30,51.25
2019-01-04,31,53.75
2019-01-04,32,53.77
2019-01-04,33,48.3
2019-01-04,34,52.6
2019-01-04,35,0.0
2019-01-04,36,51.15
2019-01-04,37,51.15
2019-01-04,38,46.5
2019-01-04,39,50.95
2019-01-04,40,46.5
2019-01-04,41,46.5
2019-01-04,42,49.75
2019-01-04,43,51.15
2019-01-04,44,65.12
2019-01-04,45,64.52
2019-01-04,46,51.25
2019-01-04,47,81.0
2019-01-04,48,81.0
2019-01-05,1,70.49
2019-01-05,2,50.0
2019-01-05,3,48.5
2019-01-05,4,49.3
2019-01-05,5,80.0
2019-01-05,6,81.0
2019-01-05,7,81.0
2019-01-05,8,80.0
2019-01-05,9,64.0
2019-01-05,10,50.0
2019-01-05,11,48.6
2019-01-05,12,48.21
2019-01-05,13,56.02
2019-01-05,14,49.05
2019-01-05,15,47.0
2019-01-05,16,47.3
2019-01-05,17,48.6
2019-01-05,18,83.586
2019-01-05,19,48.75
2019-01-05,20,100.0
2019-01-05,21,100.0
2019-01-05,22,98.0
2019-01-05,23,98.0
2019-01-05,24,98.0
2019-01-05,25,98.0
2019-01-05,26,118.0
2019-01-05,27,97.0
2019-01-05,28,51.51
2019-01-05,29,51.51
2019-01-05,30,51.56
2019-01-05,31,51.51
2019-01-05,32,52.1
2019-01-05,33,51.62
2019-01-05,34,107.85
2019-01-05,35,107.85
2019-01-05,36,107.85
2019-01-05,37,107.85
2019-01-05,38,52.94
2019-01-05,39,82.0
2019-01-05,40,52.8
2019-01-05,41,100.0
2019-01-05,42,48.75
2019-01-05,43,79.95
2019-01-05,44,51.25
2019-01-05,45,60.9
2019-01-05,46,60.0
2019-01-05,47,49.99
2019-01-05,48,81.0
2019-01-06,1,78.0
2019-01-06,2,137.0
2019-01-06,3,138.0
2019-01-06,4,137.0
2019-01-06,5,82.0
2019-01-06,6,82.0
2019-01-06,7,82.0
2019-01-06,8,49.95
2019-01-06,9,48.5
2019-01-06,10,47.31
2019-01-06,11,47.31
2019-01-06,12,48.4
2019-01-06,13,48.4
2019-01-06,14,48.5
2019-01-06,15,49.05
2019-01-06,16,49.06
2019-01-06,17,47.5
2019-01-06,18,77.0
2019-01-06,19,49.5
2019-01-06,20,49.06
2019-01-06,21,97.0
2019-01-06,22,100.0
2019-01-06,23,82.0
2019-01-06,24,97.0
2019-01-06,25,82.0
2019-01-06,26,82.0
2019-01-06,27,84.0
2019-01-06,28,49.06
2019-01-06,29,49.06
2019-01-06,30,51.85
2019-01-06,31,51.87
2019-01-06,32,119.84
2019-01-06,33,119.84
2019-01-06,34,134.84
2019-01-06,35,134.84
2019-01-06,36,119.84
2019-01-06,37,53.7
2019-01-06,38,53.61
2019-01-06,39,53.7
2019-01-06,40,50.0
2019-01-06,41,97.0
2019-01-06,42,50.0
2019-01-06,43,49.5
2019-01-06,44,49.4
2019-01-06,45,45.47142
2019-01-06,46,45.4
2019-01-06,47,49.5
2019-01-06,48,46.1
2019-01-07,1,46.5
2019-01-07,2,46.55
2019-01-07,3,46.5
2019-01-07,4,46.3
2019-01-07,5,46.5
2019-01-07,6,40.15
2019-01-07,7,60.0
2019-01-07,8,46.5
2019-01-07,9,70.0
2019-01-07,10,41.0
2019-01-07,11,46.5
2019-01-07,12,44.5
2019-01-07,13,45.9
2019-01-07,14,46.55
2019-01-07,15,46.55
2019-01-07,16,47.5
2019-01-07,17,48.6
2019-01-07,18,48.1
2019-01-07,19,47.58953
2019-01-07,20,45.5
2019-01-07,21,45.5
2019-01-07,22,46.0
2019-01-07,23,45.5
2019-01-07,24,45.5
2019-01-07,25,47.0
2019-01-07,26,66.8
2019-01-07,27,62.31
2019-01-07,28,59.8
2019-01-07,29,59.8
2019-01-07,30,47.0
2019-01-07,31,46.74
2019-01-07,32,48.0
2019-01-07,33,46.75
2019-01-07,34,68.0
2019-01-07,35,47.06
2019-01-07,36,50.0
2019-01-07,37,50.0
2019-01-07,38,50.0
2019-01-07,39,48.0
2019-01-07,40,50.0
2019-01-07,41,49.0
2019-01-07,42,49.0
2019-01-07,43,70.0
2019-01-07,44,49.0
2019-01-07,45,49.0
2019-01-07,46,69.75
2019-01-07,47,44.05
2019-01-07,48,44.05
2019-01-08,1,43.3
2019-01-08,2,69.0
2019-01-08,3,69.0
2019-01-08,4,41.4
2019-01-08,5,41.4
2019-01-08,6,43.3
2019-01-08,7,43.3
2019-01-08,8,45.74
2019-01-08,9,44.05
2019-01-08,10,43.3
2019-01-08,11,31.41
2019-01-08,12,43.3
2019-01-08,13,69.0
2019-01-08,14,47.0
2019-01-08,15,68.21
2019-01-08,16,94.5
2019-01-08,17,99.0
2019-01-08,18,80.75
2019-01-08,19,97.0
2019-01-08,20,71.0
2019-01-08,21,46.2
2019-01-08,22,48.0
2019-01-08,23,49.0
2019-01-08,24,48.1
2019-01-08,25,46.2
2019-01-08,26,46.2
2019-01-08,27,46.0
2019-01-08,28,46.0
2019-01-08,29,46.2
2019-01-08,30,46.0
2019-01-08,31,46.0
2019-01-08,32,99.77
2019-01-08,33,100.77
2019-01-08,34,100.77
2019-01-08,35,101.27
2019-01-08,36,100.77
2019-01-08,37,94.37
2019-01-08,38,99.77
2019-01-08,39,89.1
2019-01-08,40,95.5
2019-01-08,41,95.5
2019-01-08,42,80.15
2019-01-08,43,80.15
2019-01-08,44,75.5
2019-01-08,45,72.0
2019-01-08,46,69.0
2019-01-08,47,69.0
2019-01-08,48,43.3
2019-01-09,1,46.0
2019-01-09,2,46.6
2019-01-09,3,49.66
2019-01-09,4,46.6
2019-01-09,5,46.6
2019-01-09,6,46.85
2019-01-09,7,46.85
2019-01-09,8,46.9
2019-01-09,9,46.9
2019-01-09,10,50.45
2019-01-09,11,50.26
2019-01-09,12,46.0
2019-01-09,13,69.0
2019-01-09,14,46.6
2019-01-09,15,46.85
2019-01-09,16,49.0
2019-01-09,17,46.5
2019-01-09,18,46.9
2019-01-09,19,49.0
2019-01-09,20,49.0
2019-01-09,21,49.0
2019-01-09,22,46.9
2019-01-09,23,46.1
2019-01-09,24,46.1
2019-01-09,25,46.9
2019-01-09,26,49.0
2019-01-09,27,49.1
2019-01-09,28,70.0
2019-01-09,29,68.56
2019-01-09,30,70.0
2019-01-09,31,46.5
2019-01-09,32,46.55
2019-01-09,33,49.0
2019-01-09,34,46.55
2019-01-09,35,46.55
2019-01-09,36,46.55
2019-01-09,37,46.5
2019-01-09,38,46.0
2019-01-09,39,51.0
2019-01-09,40,80.05
2019-01-09,41,72.0
2019-01-09,42,72.0
2019-01-09,43,72.5
2019-01-09,44,49.1
2019-01-09,45,48.0
2019-01-09,46,46.0
2019-01-09,47,43.02
2019-01-09,48,69.5
2019-01-10,1,47.7
2019-01-10,2,68.5
2019-01-10,3,67.0
2019-01-10,4,66.5
2019-01-10,5,69.0
2019-01-10,6,52.51
2019-01-10,7,47.0
2019-01-10,8,47.0
2019-01-10,9,46.6
2019-01-10,10,46.6
2019-01-10,11,46.8
2019-01-10,12,46.6
2019-01-10,13,180.0
2019-01-10,14,80.0
2019-01-10,15,95.0
2019-01-10,16,79.68
2019-01-10,17,78.24
2019-01-10,18,78.24
2019-01-10,19,97.0
2019-01-10,20,97.0
2019-01-10,21,97.0
2019-01-10,22,94.5
2019-01-10,23,100.0
2019-01-10,24,100.0
2019-01-10,25,88.55965
2019-01-10,26,92.85
2019-01-10,27,92.85
2019-01-10,28,91.5
2019-01-10,29,92.85
2019-01-10,30,92.85
2019-01-10,31,49.5
2019-01-10,32,49.52
2019-01-10,33,48.53
2019-01-10,34,48.53
2019-01-10,35,49.5
2019-01-10,36,80.0
2019-01-10,37,91.5
2019-01-10,38,80.0
2019-01-10,39,49.6
2019-01-10,40,49.1
2019-01-10,41,49.1
2019-01-10,42,48.55
2019-01-10,43,48.53
2019-01-10,44,48.55
2019-01-10,45,47.0
2019-01-10,46,41.95
2019-01-10,47,40.0
2019-01-10,48,41.95
2019-01-11,1,45.08
2019-01-11,2,68.1
2019-01-11,3,50.45
2019-01-11,4,47.25
2019-01-11,5,47.25
2019-01-11,6,44.6
2019-01-11,7,44.6
2019-01-11,8,47.25
2019-01-11,9,47.0
2019-01-11,10,45.1
2019-01-11,11,70.0
2019-01-11,12,70.0
2019-01-11,13,49.6
2019-01-11,14,47.0
2019-01-11,15,10.0
2019-01-11,16,49.0
2019-01-11,17,48.6
2019-01-11,18,91.5
2019-01-11,19,92.85
2019-01-11,20,80.0
2019-01-11,21,80.0
2019-01-11,22,80.0
2019-01-11,23,80.0
2019-01-11,24,80.0
2019-01-11,25,45.0
2019-01-11,26,48.6
2019-01-11,27,33.1
2019-01-11,28,49.66
2019-01-11,29,80.0
2019-01-11,30,79.75
2019-01-11,31,79.95
2019-01-11,32,94.07
2019-01-11,33,49.66
2019-01-11,34,50.1
2019-01-11,35,50.1
2019-01-11,36,49.8
2019-01-11,37,49.9
2019-01-11,38,50.2
2019-01-11,39,50.1
2019-01-11,40,78.0
2019-01-11,41,50.1
2019-01-11,42,47.9
2019-01-11,43,49.6
2019-01-11,44,49.6
2019-01-11,45,47.25
2019-01-11,46,62.36
2019-01-11,47,42.80972
2019-01-11,48,70.0
2019-01-12,1,69.5
2019-01-12,2,67.0
2019-01-12,3,67.0
2019-01-12,4,41.4
2019-01-12,5,45.0
2019-01-12,6,42.0
2019-01-12,7,42.0
2019-01-12,8,45.0
2019-01-12,9,34.79
2019-01-12,10,10.0
2019-01-12,11,40.91
2019-01-12,12,65.0
2019-01-12,13,67.5
2019-01-12,14,66.5
2019-01-12,15,10.0
2019-01-12,16,10.0
2019-01-12,17,44.3
2019-01-12,18,47.0
2019-01-12,19,47.0
2019-01-12,20,72.0
2019-01-12,21,48.23
2019-01-12,22,47.0
2019-01-12,23,45.2
2019-01-12,24,45.2
2019-01-12,25,69.9
2019-01-12,26,69.0
2019-01-12,27,50.96
2019-01-12,28,47.0
2019-01-12,29,46.11
2019-01-12,30,46.11
2019-01-12,31,55.18
2019-01-12,32,68.0
2019-01-12,33,69.0
2019-01-12,34,98.0
2019-01-12,35,87.5
2019-01-12,36,98.0
2019-01-12,37,87.5
2019-01-12,38,65.68
2019-01-12,39,82.0
2019-01-12,40,47.0
2019-01-12,41,46.11
2019-01-12,42,20.0
2019-01-12,43,20.0
2019-01-12,44,54.85
2019-01-12,45,54.45
2019-01-12,46,55.07
2019-01-12,47,15.0
2019-01-12,48,43.4
2019-01-13,1,41.68
2019-01-13,2,35.16
2019-01-13,3,67.78
2019-01-13,4,32.59
2019-01-13,5,28.96
2019-01-13,6,25.99
2019-01-13,7,19.04
2019-01-13,8,30.0
2019-01-13,9,17.41
2019-01-13,10,17.11
2019-01-13,11,19.33
2019-01-13,12,20.22
2019-01-13,13,20.56
2019-01-13,14,22.67
2019-01-13,15,30.0
2019-01-13,16,60.0
2019-01-13,17,37.72
2019-01-13,18,67.0
2019-01-13,19,52.0
2019-01-13,20,54.29
2019-01-13,21,56.44
2019-01-13,22,55.46
2019-01-13,23,58.19
2019-01-13,24,42.0
2019-01-13,25,66.0
2019-01-13,26,67.0
2019-01-13,27,42.0
2019-01-13,28,15.0
2019-01-13,29,46.45
2019-01-13,30,66.25
2019-01-13,31,66.25
2019-01-13,32,46.45
2019-01-13,33,46.11
2019-01-13,34,72.0
2019-01-13,35,82.9
2019-01-13,36,82.9
2019-01-13,37,47.25
2019-01-13,38,47.25
2019-01-13,39,47.25
2019-01-13,40,47.0
2019-01-13,41,47.0
2019-01-13,42,47.0
2019-01-13,43,46.12
2019-01-13,44,46.12
2019-01-13,45,45.1
2019-01-13,46,40.0
2019-01-13,47,45.5
2019-01-13,48,45.2
2019-01-14,1,49.95
2019-01-14,2,40.0
2019-01-14,3,30.66
2019-01-14,4,30.0
2019-01-14,5,30.0
2019-01-14,6,30.0
2019-01-14,7,30.0
2019-01-14,8,26.0
2019-01-14,9,26.0
2019-01-14,10,27.11
2019-01-14,11,27.11
2019-01-14,12,30.66
2019-01-14,13,68.0
2019-01-14,14,68.0
2019-01-14,15,49.8
2019-01-14,16,49.3
2019-01-14,17,49.8
2019-01-14,18,49.8
2019-01-14,19,47.57
2019-01-14,20,49.79933
2019-01-14,21,98.0
2019-01-14,22,98.0
2019-01-14,23,100.0
2019-01-14,24,145.0
2019-01-14,25,98.0
2019-01-14,26,85.0
2019-01-14,27,80.0
2019-01-14,28,49.5
2019-01-14,29,49.06
2019-01-14,30,50.05
2019-01-14,31,51.0
2019-01-14,32,51.0
2019-01-14,33,49.06
2019-01-14,34,109.9
2019-01-14,35,119.7
2019-01-14,36,119.7
2019-01-14,37,49.5
2019-01-14,38,49.04
2019-01-14,39,108.8
2019-01-14,40,49.1
2019-01-14,41,49.05
2019-01-14,42,28.5
2019-01-14,43,68.9
2019-01-14,44,74.0
2019-01-14,45,68.9
2019-01-14,46,46.11
2019-01-14,47,46.8
2019-01-14,48,46.8
2019-01-15,1,43.01
2019-01-15,2,46.25
2019-01-15,3,50.46
2019-01-15,4,50.14
2019-01-15,5,46.8
2019-01-15,6,49.96
2019-01-15,7,58.0
2019-01-15,8,45.98
2019-01-15,9,46.32
2019-01-15,10,46.1
2019-01-15,11,48.76
2019-01-15,12,28.5
2019-01-15,13,67.08
2019-01-15,14,67.08
2019-01-15,15,48.94
2019-01-15,16,49.0
2019-01-15,17,49.0
2019-01-15,18,69.69
2019-01-15,19,80.0
2019-01-15,20,80.0
2019-01-15,21,84.0
2019-01-15,22,80.0
2019-01-15,23,80.0
2019-01-15,24,80.0
2019-01-15,25,49.0
2019-01-15,26,49.0
2019-01-15,27,49.0
2019-01-15,28,49.0
2019-01-15,29,48.98
2019-01-15,30,48.98
2019-01-15,31,48.94
2019-01-15,32,49.0
2019-01-15,33,49.0
2019-01-15,34,49.0
2019-01-15,35,80.0
2019-01-15,36,80.0
2019-01-15,37,83.0
2019-01-15,38,49.0
2019-01-15,39,48.1
2019-01-15,40,78.0
2019-01-15,41,73.5
2019-01-15,42,48.48
2019-01-15,43,46.0
2019-01-15,44,46.0
2019-01-15,45,28.5
2019-01-15,46,28.5
2019-01-15,47,69.45
2019-01-15,48,17.5
2019-01-16,1,25.0
2019-01-16,2,47.08
2019-01-16,3,45.09
2019-01-16,4,46.77
2019-01-16,5,46.21
2019-01-16,6,68.5
2019-01-16,7,68.5
2019-01-16,8,40.15
2019-01-16,9,43.0
2019-01-16,10,43.25
2019-01-16,11,69.7
2019-01-16,12,69.7
2019-01-16,13,74.0
2019-01-16,14,43.5
2019-01-16,15,46.0
2019-01-16,16,29.0
2019-01-16,17,46.0
2019-01-16,18,48.5
2019-01-16,19,48.48
2019-01-16,20,96.0
2019-01-16,21,32.6
2019-01-16,22,94.0
2019-01-16,23,46.0
2019-01-16,24,48.55
2019-01-16,25,49.0
2019-01-16,26,75.0
2019-01-16,27,75.0
2019-01-16,28,75.0
2019-01-16,29,75.0
2019-01-16,30,87.5
2019-01-16,31,48.61
2019-01-16,32,49.57
2019-01-16,33,49.55
2019-01-16,34,87.5
2019-01-16,35,87.5
2019-01-16,36,87.5
2019-01-16,37,87.5
2019-01-16,38,87.5
2019-01-16,39,87.5
2019-01-16,40,80.0
2019-01-16,41,78.44
2019-01-16,42,74.5
2019-01-16,43,74.5
2019-01-16,44,28.5
2019-01-16,45,48.65
2019-01-16,46,28.5
2019-01-16,47,28.5
2019-01-16,48,38.2
2019-01-17,1,38.644
2019-01-17,2,46.66
2019-01-17,3,45.33
2019-01-17,4,68.75
2019-01-17,5,68.9
2019-01-17,6,68.25
2019-01-17,7,40.32
2019-01-17,8,16.5
2019-01-17,9,45.25
2019-01-17,10,54.0
2019-01-17,11,44.92
2019-01-17,12,28.5
2019-01-17,13,46.52
2019-01-17,14,40.0
2019-01-17,15,49.0
2019-01-17,16,65.53002
2019-01-17,17,65.5
2019-01-17,18,65.5
2019-01-17,19,99.0
2019-01-17,20,68.14896
2019-01-17,21,45.0
2019-01-17,22,46.6
2019-01-17,23,45.0
2019-01-17,24,40.5
2019-01-17,25,40.5
2019-01-17,26,48.25
2019-01-17,27,40.65
2019-01-17,28,48.15
2019-01-17,29,47.44
2019-01-17,30,48.25
2019-01-17,31,48.27
2019-01-17,32,49.66
2019-01-17,33,49.15
2019-01-17,34,49.7
2019-01-17,35,50.0
2019-01-17,36,48.27
2019-01-17,37,90.7
2019-01-17,38,87.5
2019-01-17,39,49.15
2019-01-17,40,45.4
2019-01-17,41,49.15
2019-01-17,42,49.0
2019-01-17,43,50.0
2019-01-17,44,72.68
2019-01-17,45,72.68
2019-01-17,46,48.5
2019-01-17,47,50.0
2019-01-17,48,48.5
2019-01-18,1,48.5
2019-01-18,2,48.0
2019-01-18,3,48.5
2019-01-18,4,48.0
2019-01-18,5,48.97103
2019-01-18,6,48.0
2019-01-18,7,43.3
2019-01-18,8,43.3
2019-01-18,9,43.3
2019-01-18,10,43.3
2019-01-18,11,48.7
2019-01-18,12,49.15
2019-01-18,13,68.5
2019-01-18,14,69.99
2019-01-18,15,49.7
2019-01-18,16,73.68
2019-01-18,17,89.99
2019-01-18,18,49.1
2019-01-18,19,50.05
2019-01-18,20,50.05
2019-01-18,21,81.95
2019-01-18,22,50.05
2019-01-18,23,49.8
2019-01-18,24,49.15
2019-01-18,25,49.7
2019-01-18,26,49.7
2019-01-18,27,75.0
2019-01-18,28,75.0
2019-01-18,29,73.75
2019-01-18,30,49.8
2019-01-18,31,49.22
2019-01-18,32,49.7
2019-01-18,33,49.8
2019-01-18,34,49.7
2019-01-18,35,49.0
2019-01-18,36,49.0
2019-01-18,37,49.41
2019-01-18,38,49.7
2019-01-18,39,50.0
2019-01-18,40,73.5
2019-01-18,41,73.5
2019-01-18,42,49.41
2019-01-18,43,49.41
2019-01-18,44,49.41
2019-01-18,45,72.95
2019-01-18,46,49.8
2019-01-18,47,71.0
2019-01-18,48,70.9
2019-01-19,1,70.5
2019-01-19,2,70.9
2019-01-19,3,70.5
2019-01-19,4,48.62
2019-01-19,5,48.11
2019-01-19,6,48.11
2019-01-19,7,48.65
2019-01-19,8,67.5
2019-01-19,9,68.04
2019-01-19,10,68.04
2019-01-19,11,58.28
2019-01-19,12,69.8
2019-01-19,13,70.5
2019-01-19,14,69.9
2019-01-19,15,48.8
2019-01-19,16,62.34
2019-01-19,17,48.8
2019-01-19,18,49.05
2019-01-19,19,49.0
2019-01-19,20,49.05
2019-01-19,21,48.2667
2019-01-19,22,48.8
2019-01-19,23,49.35
2019-01-19,24,49.35
2019-01-19,25,50.0
2019-01-19,26,60.0
2019-01-19,27,94.0
2019-01-19,28,50.0
2019-01-19,29,94.75056
2019-01-19,30,94.0
2019-01-19,31,94.95
2019-01-19,32,94.75
2019-01-19,33,49.35
2019-01-19,34,105.85
2019-01-19,35,120.9
2019-01-19,36,97.0
2019-01-19,37,107.9
2019-01-19,38,50.15
2019-01-19,39,107.9
2019-01-19,40,50.15
2019-01-19,41,94.0
2019-01-19,42,48.8
2019-01-19,43,50.05
2019-01-19,44,72.5
2019-01-19,45,72.5
2019-01-19,46,98.0
2019-01-19,47,49.01
2019-01-19,48,48.81
2019-01-20,1,48.81
2019-01-20,2,70.0
2019-01-20,3,70.58
2019-01-20,4,70.0
2019-01-20,5,70.0
2019-01-20,6,70.0
2019-01-20,7,97.0
2019-01-20,8,70.0
2019-01-20,9,48.7
2019-01-20,10,48.7
2019-01-20,11,48.7
2019-01-20,12,66.8
2019-01-20,13,71.95
2019-01-20,14,71.95
2019-01-20,15,71.95
2019-01-20,16,71.95
2019-01-20,17,48.8
2019-01-20,18,74.5
2019-01-20,19,48.7
2019-01-20,20,48.69
2019-01-20,21,47.5
2019-01-20,22,47.5
2019-01-20,23,47.5
2019-01-20,24,47.5
2019-01-20,25,47.5
2019-01-20,26,48.0
2019-01-20,27,48.0
2019-01-20,28,48.0
2019-01-20,29,48.0
2019-01-20,30,48.0
2019-01-20,31,48.0
2019-01-20,32,49.0
2019-01-20,33,47.7
2019-01-20,34,98.0
2019-01-20,35,140.0
2019-01-20,36,140.0
2019-01-20,37,97.0
2019-01-20,38,50.0
2019-01-20,39,115.0
2019-01-20,40,82.5
2019-01-20,41,82.5
2019-01-20,42,49.5
2019-01-20,43,79.5
2019-01-20,44,49.5
2019-01-20,45,71.95
2019-01-20,46,48.1
2019-01-20,47,47.5
2019-01-20,48,48.0
2019-01-21,1,47.8
2019-01-21,2,48.89
2019-01-21,3,69.75
2019-01-21,4,48.89
2019-01-21,5,48.5
2019-01-21,6,48.5
2019-01-21,7,48.5
2019-01-21,8,48.51
2019-01-21,9,48.51
2019-01-21,10,71.95
2019-01-21,11,71.95
2019-01-21,12,50.0
2019-01-21,13,74.7
2019-01-21,14,74.7
2019-01-21,15,83.0
2019-01-21,16,82.2
2019-01-21,17,60.0
2019-01-21,18,80.9
2019-01-21,19,74.9
2019-01-21,20,74.9
2019-01-21,21,29.8003
2019-01-21,22,49.5
2019-01-21,23,97.0
2019-01-21,24,44.0
2019-01-21,25,64.45
2019-01-21,26,-2.0
2019-01-21,27,49.1
2019-01-21,28,49.05
2019-01-21,29,71.83
2019-01-21,30,67.25
2019-01-21,31,68.01
2019-01-21,32,48.0
2019-01-21,33,32.67
2019-01-21,34,60.97
2019-01-21,35,49.2
2019-01-21,36,48.46
2019-01-21,37,48.0
2019-01-21,38,48.5
2019-01-21,39,48.48
2019-01-21,40,49.9
2019-01-21,41,68.33013
2019-01-21,42,50.0
2019-01-21,43,63.66
2019-01-21,44,60.33
2019-01-21,45,65.06
2019-01-21,46,69.0
2019-01-21,47,69.0
2019-01-21,48,68.5
2019-01-22,1,57.49
2019-01-22,2,57.49
2019-01-22,3,47.6
2019-01-22,4,47.5
2019-01-22,5,68.5
2019-01-22,6,68.5
2019-01-22,7,68.5
2019-01-22,8,68.5
2019-01-22,9,68.5
2019-01-22,10,70.0
2019-01-22,11,68.9
2019-01-22,12,47.2
2019-01-22,13,48.44231
2019-01-22,14,47.81
2019-01-22,15,48.44
2019-01-22,16,50.06
2019-01-22,17,49.3
2019-01-22,18,74.27
2019-01-22,19,96.0
2019-01-22,20,98.0
2019-01-22,21,49.2
2019-01-22,22,49.06
2019-01-22,23,98.0
2019-01-22,24,100.0
2019-01-22,25,139.0
2019-01-22,26,96.0
2019-01-22,27,96.0
2019-01-22,28,50.14
2019-01-22,29,96.0
2019-01-22,30,96.0
2019-01-22,31,89.59021
2019-01-22,32,79.4
2019-01-22,33,78.9
2019-01-22,34,79.4
2019-01-22,35,86.9
2019-01-22,36,98.0
2019-01-22,37,99.0
2019-01-22,38,106.0
2019-01-22,39,85.0
2019-01-22,40,96.0
2019-01-22,41,84.0
2019-01-22,42,50.94
2019-01-22,43,83.95
2019-01-22,44,50.1
2019-01-22,45,47.7
2019-01-22,46,47.7
2019-01-22,47,98.0
2019-01-22,48,100.0
2019-01-23,1,115.0
2019-01-23,2,115.0
2019-01-23,3,78.0
2019-01-23,4,68.15
2019-01-23,5,47.61
2019-01-23,6,47.5
2019-01-23,7,47.5
2019-01-23,8,46.65
2019-01-23,9,47.5
2019-01-23,10,48.05
2019-01-23,11,61.49
2019-01-23,12,61.49
2019-01-23,13,86.0
2019-01-23,14,93.48
2019-01-23,15,95.25
2019-01-23,16,97.96
2019-01-23,17,118.48
