settlement_date,settlement_period,system_sell_price
2018-01-05,10,44.1
2018-01-05,11,59.49
2018-01-05,12,37.22855
2018-01-05,13,31.98875
2018-01-05,14,29.2002
2018-01-05,15,27.58
2018-01-05,16,38.24607
2018-01-05,17,40.06136
2018-01-05,18,39.32808
2018-01-05,19,42.39003
2018-01-05,20,40.16725
2018-01-05,21,38.16776
2018-01-05,22,32.11186
2018-01-05,23,40.17221
2018-01-05,24,38.14536
2018-01-05,25,60.0
2018-01-05,26,42.40297
2018-01-05,27,67.28376
2018-01-05,28,71.0
2018-01-05,29,89.10952
2018-01-05,30,42.24628
2018-01-05,31,41.01
2018-01-05,32,43.15
2018-01-05,33,141.45
2018-01-05,34,179.45
2018-01-05,35,188.45
2018-01-05,36,179.45
2018-01-05,37,64.44907
2018-01-05,38,40.24219
2018-01-05,39,114.91278
2018-01-05,40,70.95
2018-01-05,41,78.64779
2018-01-05,42,65.0
2018-01-05,43,65.66397
2018-01-05,44,65.0
2018-01-05,45,62.46889
2018-01-05,46,61.0
2018-01-05,47,62.9673
2018-01-05,48,61.0
2018-01-06,1,39.85284
2018-01-06,2,39.85
2018-01-06,3,39.81611
2018-01-06,4,39.83054
2018-01-06,5,60.03619
2018-01-06,6,37.62303
2018-01-06,7,60.0
2018-01-06,8,44.11472
2018-01-06,9,51.44759
2018-01-06,10,37.6
2018-01-06,11,39.8
2018-01-06,12,39.61
2018-01-06,13,42.55
2018-01-06,14,59.0
2018-01-06,15,30.0
2018-01-06,16,30.0
2018-01-06,17,37.64453
2018-01-06,18,39.8
2018-01-06,19,38.6
2018-01-06,20,37.04078
2018-01-06,21,39.34991
2018-01-06,22,39.85
2018-01-06,23,41.39441
2018-01-06,24,40.42812
2018-01-06,25,68.0
2018-01-06,26,57.67346
2018-01-06,27,39.78844
2018-01-06,28,38.99817
2018-01-06,29,39.2
2018-01-06,30,39.85636
2018-01-06,31,68.0
2018-01-06,32,39.58202
2018-01-06,33,40.08486
2018-01-06,34,90.22
2018-01-06,35,95.22
2018-01-06,36,95.39697
2018-01-06,37,95.22
2018-01-06,38,89.7889
2018-01-06,39,40.5
2018-01-06,40,39.60347
2018-01-06,41,39.42767
2018-01-06,42,65.0
2018-01-06,43,64.99557
2018-01-06,44,60.75
2018-01-06,45,64.0
2018-01-06,46,64.14291
2018-01-06,47,61.75
2018-01-06,48,60.75
2018-01-07,1,38.7
2018-01-07,2,38.64165
2018-01-07,3,38.7
2018-01-07,4,38.13424
2018-01-07,5,34.0
2018-01-07,6,60.72022
2018-01-07,7,57.24
2018-01-07,8,57.24
2018-01-07,9,59.5469
2018-01-07,10,57.24
2018-01-07,11,34.1
2018-01-07,12,27.0
2018-01-07,13,37.5
2018-01-07,14,37.6
2018-01-07,15,38.6
2018-01-07,16,38.21634
2018-01-07,17,36.08763
2018-01-07,18,37.0
2018-01-07,19,38.30847
2018-01-07,20,38.7
2018-01-07,21,66.17823
2018-01-07,22,66.45
2018-01-07,23,66.45
2018-01-07,24,39.52185
2018-01-07,25,38.76535
2018-01-07,26,38.35397
2018-01-07,27,38.86963
2018-01-07,28,39.01
2018-01-07,29,39.2
2018-01-07,30,39.61
2018-01-07,31,40.56452
2018-01-07,32,40.40402
2018-01-07,33,42.24121
2018-01-07,34,104.63
2018-01-07,35,104.63
2018-01-07,36,104.63
2018-01-07,37,103.35586
2018-01-07,38,47.5
2018-01-07,39,70.0
2018-01-07,40,70.0
2018-01-07,41,89.0
2018-01-07,42,65.0
2018-01-07,43,65.0
2018-01-07,44,62.0
2018-01-07,45,38.77672
2018-01-07,46,37.57778
2018-01-07,47,38.6
2018-01-07,48,39.8
2018-01-08,1,65.0
2018-01-08,2,64.84078
2018-01-08,3,60.85
2018-01-08,4,38.70528
2018-01-08,5,38.62
2018-01-08,6,38.44607
2018-01-08,7,38.34513
2018-01-08,8,39.0
2018-01-08,9,38.68621
2018-01-08,10,38.11817
2018-01-08,11,36.00789
2018-01-08,12,36.01
2018-01-08,13,67.0
2018-01-08,14,68.50095
2018-01-08,15,67.35498
2018-01-08,16,92.30581
2018-01-08,17,44.2994
2018-01-08,18,43.0
2018-01-08,19,98.73939
2018-01-08,20,104.90463
2018-01-08,21,75.0
2018-01-08,22,75.0
2018-01-08,23,72.49953
2018-01-08,24,75.0
2018-01-08,25,99.94176
2018-01-08,26,105.0
2018-01-08,27,121.36641
2018-01-08,28,158.0
2018-01-08,29,158.0
2018-01-08,30,125.8121
2018-01-08,31,83.33496
2018-01-08,32,76.27034
2018-01-08,33,46.19418
2018-01-08,34,39.24229
2018-01-08,35,40.02347
2018-01-08,36,39.3829
2018-01-08,37,39.72068
2018-01-08,38,41.88656
2018-01-08,39,93.21041
2018-01-08,40,70.21606
2018-01-08,41,65.0
2018-01-08,42,42.5117
2018-01-08,43,42.51331
2018-01-08,44,40.79321
2018-01-08,45,40.36408
2018-01-08,46,37.21526
2018-01-08,47,31.0
2018-01-08,48,33.67887
2018-01-09,1,51.73369
2018-01-09,2,59.38299
2018-01-09,3,57.24
2018-01-09,4,57.24
2018-01-09,5,57.24
2018-01-09,6,57.24
2018-01-09,7,57.24
2018-01-09,8,57.1
2018-01-09,9,57.1
2018-01-09,10,56.99
2018-01-09,11,52.5
2018-01-09,12,30.6584
2018-01-09,13,37.5
2018-01-09,14,35.72183
2018-01-09,15,40.9232
2018-01-09,16,40.16801
2018-01-09,17,40.75
2018-01-09,18,40.78569
2018-01-09,19,74.77863
2018-01-09,20,75.0
2018-01-09,21,75.0
2018-01-09,22,75.0
2018-01-09,23,90.52482
2018-01-09,24,91.24547
2018-01-09,25,92.0
2018-01-09,26,90.62215
2018-01-09,27,85.0
2018-01-09,28,75.0
2018-01-09,29,75.0
2018-01-09,30,41.55
2018-01-09,31,41.40824
2018-01-09,32,41.55
2018-01-09,33,41.55
2018-01-09,34,41.55
2018-01-09,35,41.55
2018-01-09,36,41.56
2018-01-09,37,74.1
2018-01-09,38,70.0
2018-01-09,39,70.0
2018-01-09,40,69.01605
2018-01-09,41,64.45
2018-01-09,42,63.95
2018-01-09,43,64.45
2018-01-09,44,41.56
2018-01-09,45,40.83038
2018-01-09,46,41.24496
2018-01-09,47,39.0
2018-01-09,48,39.0
2018-01-10,1,37.52468
2018-01-10,2,40.77194
2018-01-10,3,38.5396
2018-01-10,4,57.0
2018-01-10,5,57.32162
2018-01-10,6,57.0
2018-01-10,7,37.25
2018-01-10,8,37.877
2018-01-10,9,56.45
2018-01-10,10,56.5
2018-01-10,11,56.49257
2018-01-10,12,55.05288
2018-01-10,13,56.21064
2018-01-10,14,55.78446
2018-01-10,15,58.62832
2018-01-10,16,62.90208
2018-01-10,17,63.40098
2018-01-10,18,41.55713
2018-01-10,19,41.26995
2018-01-10,20,41.51155
2018-01-10,21,39.71
2018-01-10,22,41.55
2018-01-10,23,41.56
2018-01-10,24,41.56
2018-01-10,25,41.76641
2018-01-10,26,41.96695
2018-01-10,27,42.35369
2018-01-10,28,41.75643
2018-01-10,29,41.56
2018-01-10,30,41.6
2018-01-10,31,41.6
2018-01-10,32,41.89462
2018-01-10,33,39.73495
2018-01-10,34,41.63382
2018-01-10,35,40.05
2018-01-10,36,40.05
2018-01-10,37,40.05
2018-01-10,38,41.74705
2018-01-10,39,41.96502
2018-01-10,40,39.67726
2018-01-10,41,43.11
2018-01-10,42,39.79618
2018-01-10,43,40.58281
2018-01-10,44,40.45985
2018-01-10,45,36.94692
2018-01-10,46,16.74676
2018-01-10,47,37.34275
2018-01-10,48,37.33
2018-01-11,1,37.33
2018-01-11,2,34.00231
2018-01-11,3,33.598
2018-01-11,4,33.598
2018-01-11,5,33.598
2018-01-11,6,37.69445
2018-01-11,7,37.33
2018-01-11,8,37.33
2018-01-11,9,37.33
2018-01-11,10,37.33
2018-01-11,11,37.33
2018-01-11,12,37.33
2018-01-11,13,35.45565
2018-01-11,14,34.30308
2018-01-11,15,32.78611
2018-01-11,16,40.35752
2018-01-11,17,40.43512
2018-01-11,18,41.43334
2018-01-11,19,42.75
2018-01-11,20,64.48843
2018-01-11,21,74.07193
2018-01-11,22,64.45
2018-01-11,23,43.0
2018-01-11,24,42.87142
2018-01-11,25,73.87
2018-01-11,26,43.0
2018-01-11,27,47.18773
2018-01-11,28,89.76136
2018-01-11,29,150.0
2018-01-11,30,42.01
2018-01-11,31,108.0
2018-01-11,32,123.73071
2018-01-11,33,153.36934
2018-01-11,34,152.39
2018-01-11,35,47.02
2018-01-11,36,43.11368
2018-01-11,37,42.11247
2018-01-11,38,45.52472
2018-01-11,39,100.37632
2018-01-11,40,140.0
2018-01-11,41,71.15907
2018-01-11,42,42.152
2018-01-11,43,40.46401
2018-01-11,44,42.00899
2018-01-11,45,55.93
2018-01-11,46,39.76
2018-01-11,47,39.512
2018-01-11,48,39.45
2018-01-12,1,39.45
2018-01-12,2,39.61897
2018-01-12,3,39.82368
2018-01-12,4,39.54424
2018-01-12,5,39.45
2018-01-12,6,35.2842
2018-01-12,7,36.67442
2018-01-12,8,38.93861
2018-01-12,9,38.38033
2018-01-12,10,37.33
2018-01-12,11,37.33
2018-01-12,12,37.3715
2018-01-12,13,55.0
2018-01-12,14,60.0
2018-01-12,15,40.88936
2018-01-12,16,69.606
2018-01-12,17,43.17374
2018-01-12,18,41.56405
2018-01-12,19,41.56
2018-01-12,20,41.00469
2018-01-12,21,40.47164
2018-01-12,22,40.8176
2018-01-12,23,40.86638
2018-01-12,24,39.81347
2018-01-12,25,41.59582
2018-01-12,26,41.52371
2018-01-12,27,41.52572
2018-01-12,28,39.4587
2018-01-12,29,40.59974
2018-01-12,30,39.95728
2018-01-12,31,39.95047
2018-01-12,32,40.17474
2018-01-12,33,40.00861
2018-01-12,34,40.02776
2018-01-12,35,40.05
2018-01-12,36,41.6
2018-01-12,37,42.3
2018-01-12,38,41.29256
2018-01-12,39,62.94
2018-01-12,40,41.46499
2018-01-12,41,39.25815
2018-01-12,42,39.91
2018-01-12,43,7.11922
2018-01-12,44,28.0
2018-01-12,45,40.1
2018-01-12,46,40.15
2018-01-12,47,60.25
2018-01-12,48,60.25
2018-01-13,1,40.07011
2018-01-13,2,37.82563
2018-01-13,3,38.51
2018-01-13,4,38.51
2018-01-13,5,38.51
2018-01-13,6,35.0
2018-01-13,7,35.0
2018-01-13,8,35.0
2018-01-13,9,39.76
2018-01-13,10,39.76
2018-01-13,11,35.01
2018-01-13,12,35.01
2018-01-13,13,38.88
2018-01-13,14,35.01
2018-01-13,15,35.0
2018-01-13,16,35.0
2018-01-13,17,39.5
2018-01-13,18,39.5
2018-01-13,19,35.0
2018-01-13,20,35.0
2018-01-13,21,35.0
2018-01-13,22,35.0
2018-01-13,23,61.25
2018-01-13,24,61.25
2018-01-13,25,61.25
2018-01-13,26,61.25
2018-01-13,27,61.25
2018-01-13,28,61.25
2018-01-13,29,61.25
2018-01-13,30,41.6
2018-01-13,31,40.05
2018-01-13,32,40.05
2018-01-13,33,36.977
2018-01-13,34,90.58915
2018-01-13,35,116.5347
2018-01-13,36,115.79059
2018-01-13,37,49.57335
2018-01-13,38,97.51477
2018-01-13,39,36.6292
2018-01-13,40,35.0
2018-01-13,41,35.0
2018-01-13,42,35.0
2018-01-13,43,41.59537
2018-01-13,44,41.08898
2018-01-13,45,39.18947
2018-01-13,46,35.0
2018-01-13,47,39.15356
2018-01-13,48,40.04657
2018-01-14,1,40.05
2018-01-14,2,40.05
2018-01-14,3,45.0
2018-01-14,4,35.0
2018-01-14,5,35.0
2018-01-14,6,35.0
2018-01-14,7,35.0
2018-01-14,8,28.0
2018-01-14,9,28.0
2018-01-14,10,28.0
2018-01-14,11,29.0
2018-01-14,12,29.0
2018-01-14,13,-3.71769
2018-01-14,14,-67.32767
2018-01-14,15,-68.43
2018-01-14,16,-58.17851
2018-01-14,17,15.0
2018-01-14,18,33.22
2018-01-14,19,44.23
2018-01-14,20,44.28
2018-01-14,21,45.1
2018-01-14,22,41.52
2018-01-14,23,41.52
2018-01-14,24,47.77
2018-01-14,25,47.72
2018-01-14,26,47.95
2018-01-14,27,45.58
2018-01-14,28,41.52
2018-01-14,29,41.52
2018-01-14,30,42.15
2018-01-14,31,15.0
2018-01-14,32,15.0
2018-01-14,33,35.0
2018-01-14,34,47.82578
2018-01-14,35,74.92527
2018-01-14,36,50.23
2018-01-14,37,56.94217
2018-01-14,38,35.0
2018-01-14,39,35.0
2018-01-14,40,59.95
2018-01-14,41,41.6
2018-01-14,42,40.45645
2018-01-14,43,59.95
2018-01-14,44,40.04923
2018-01-14,45,35.00033
2018-01-14,46,32.43039
2018-01-14,47,28.0
2018-01-14,48,34.5
2018-01-15,1,38.0
2018-01-15,2,57.24
2018-01-15,3,57.24
2018-01-15,4,38.18
2018-01-15,5,47.5
2018-01-15,6,28.01
2018-01-15,7,28.01
2018-01-15,8,28.01
2018-01-15,9,57.75
2018-01-15,10,60.0
2018-01-15,11,60.0
2018-01-15,12,60.0
2018-01-15,13,61.0
2018-01-15,14,68.0
2018-01-15,15,70.73413
2018-01-15,16,72.0
2018-01-15,17,70.95568
2018-01-15,18,65.94956
2018-01-15,19,68.0
2018-01-15,20,71.5
2018-01-15,21,68.0
2018-01-15,22,64.96
2018-01-15,23,64.96
2018-01-15,24,64.9
2018-01-15,25,39.7731
2018-01-15,26,38.88379
2018-01-15,27,38.50037
2018-01-15,28,36.0
2018-01-15,29,36.0
2018-01-15,30,38.74835
2018-01-15,31,38.92907
2018-01-15,32,38.76
2018-01-15,33,37.2
2018-01-15,34,38.77
2018-01-15,35,84.85
2018-01-15,36,90.0
2018-01-15,37,95.0
2018-01-15,38,81.49135
2018-01-15,39,64.5
2018-01-15,40,39.14581
2018-01-15,41,97.75065
2018-01-15,42,64.10167
2018-01-15,43,62.20297
2018-01-15,44,61.2
2018-01-15,45,37.1925
2018-01-15,46,37.2
2018-01-15,47,37.2
2018-01-15,48,60.71744
2018-01-16,1,60.86616
2018-01-16,2,65.0
2018-01-16,3,65.0
2018-01-16,4,62.72522
2018-01-16,5,62.5
2018-01-16,6,61.95
2018-01-16,7,62.5
2018-01-16,8,62.39268
2018-01-16,9,61.95
2018-01-16,10,61.95
2018-01-16,11,62.31509
2018-01-16,12,61.95
2018-01-16,13,65.0
2018-01-16,14,65.0
2018-01-16,15,61.95
2018-01-16,16,65.0
2018-01-16,17,61.95
2018-01-16,18,39.25
2018-01-16,19,61.95
2018-01-16,20,39.23765
2018-01-16,21,37.25
2018-01-16,22,37.20138
2018-01-16,23,37.21624
2018-01-16,24,37.25
2018-01-16,25,37.22291
2018-01-16,26,37.27712
2018-01-16,27,38.75
2018-01-16,28,39.2
2018-01-16,29,61.38509
2018-01-16,30,61.80847
2018-01-16,31,61.61641
2018-01-16,32,79.5
2018-01-16,33,69.99384
2018-01-16,34,82.0
2018-01-16,35,92.88223
2018-01-16,36,82.0
2018-01-16,37,82.0
2018-01-16,38,79.5
2018-01-16,39,79.5
2018-01-16,40,79.1148
2018-01-16,41,78.0
2018-01-16,42,63.52
2018-01-16,43,63.5046
2018-01-16,44,60.0
2018-01-16,45,59.98
2018-01-16,46,59.97945
2018-01-16,47,59.9
2018-01-16,48,59.95
2018-01-17,1,59.45
2018-01-17,2,59.95
2018-01-17,3,59.96324
2018-01-17,4,59.9
2018-01-17,5,59.92195
2018-01-17,6,37.5
2018-01-17,7,35.11518
2018-01-17,8,35.03977
2018-01-17,9,21.1504
2018-01-17,10,21.1504
2018-01-17,11,27.54846
2018-01-17,12,28.0
2018-01-17,13,59.95
2018-01-17,14,41.6
2018-01-17,15,65.02
2018-01-17,16,65.02
2018-01-17,17,60.95
2018-01-17,18,60.95
2018-01-17,19,60.95
2018-01-17,20,60.95
2018-01-17,21,42.84586
2018-01-17,22,36.55
2018-01-17,23,36.55
2018-01-17,24,36.55
2018-01-17,25,36.55
2018-01-17,26,36.55
2018-01-17,27,46.05456
2018-01-17,28,60.17595
2018-01-17,29,60.95
2018-01-17,30,60.95
2018-01-17,31,60.95
2018-01-17,32,38.25744
2018-01-17,33,38.07673
2018-01-17,34,81.63428
2018-01-17,35,86.35
2018-01-17,36,91.6
2018-01-17,37,86.35
2018-01-17,38,79.11
2018-01-17,39,79.11
2018-01-17,40,78.26093
2018-01-17,41,84.75
2018-01-17,42,72.26
2018-01-17,43,72.26
2018-01-17,44,38.36165
2018-01-17,45,36.08081
2018-01-17,46,36.0
2018-01-17,47,37.60091
2018-01-17,48,34.96
2018-01-18,1,56.08344
2018-01-18,2,57.21243
2018-01-18,3,47.72951
2018-01-18,4,33.92447
2018-01-18,5,40.86
2018-01-18,6,56.0
2018-01-18,7,56.05433
2018-01-18,8,31.21
2018-01-18,9,31.21
2018-01-18,10,34.96
2018-01-18,11,59.46
2018-01-18,12,61.5
2018-01-18,13,117.77498
2018-01-18,14,66.04075
2018-01-18,15,113.09008
2018-01-18,16,73.92032
2018-01-18,17,40.0
2018-01-18,18,38.52
2018-01-18,19,37.69945
2018-01-18,20,38.60713
2018-01-18,21,38.60467
2018-01-18,22,38.6
2018-01-18,23,37.93389
2018-01-18,24,38.6
2018-01-18,25,63.95
2018-01-18,26,105.0
2018-01-18,27,89.96669
2018-01-18,28,69.70588
2018-01-18,29,113.16664
2018-01-18,30,64.0
2018-01-18,31,63.96199
2018-01-18,32,101.79794
2018-01-18,33,43.00101
2018-01-18,34,117.95845
2018-01-18,35,123.5
2018-01-18,36,123.5
2018-01-18,37,91.56565
2018-01-18,38,42.65
2018-01-18,39,42.99588
2018-01-18,40,120.0
2018-01-18,41,75.372
2018-01-18,42,59.51877
2018-01-18,43,38.51883
2018-01-18,44,37.75
2018-01-18,45,37.62428
2018-01-18,46,37.06448
2018-01-18,47,46.36
2018-01-18,48,36.76
2018-01-19,1,36.65051
2018-01-19,2,36.81
2018-01-19,3,56.95
2018-01-19,4,56.85
2018-01-19,5,56.85
2018-01-19,6,55.69617
2018-01-19,7,10.0
2018-01-19,8,10.0
2018-01-19,9,10.0
2018-01-19,10,10.0
2018-01-19,11,10.0
2018-01-19,12,59.41
2018-01-19,13,37.82865
2018-01-19,14,38.53121
2018-01-19,15,60.0
2018-01-19,16,60.0
2018-01-19,17,72.4
2018-01-19,18,72.35925
2018-01-19,19,73.76946
2018-01-19,20,79.67628
2018-01-19,21,38.53555
2018-01-19,22,38.20364
2018-01-19,23,37.7
2018-01-19,24,37.9
2018-01-19,25,37.94946
2018-01-19,26,38.0
2018-01-19,27,38.48207
2018-01-19,28,38.41956
2018-01-19,29,59.07406
2018-01-19,30,38.51
2018-01-19,31,38.52
2018-01-19,32,38.53788
2018-01-19,33,38.51
2018-01-19,34,92.88
2018-01-19,35,103.19104
2018-01-19,36,108.76734
2018-01-19,37,95.00856
2018-01-19,38,42.27205
2018-01-19,39,107.97933
2018-01-19,40,64.52054
2018-01-19,41,108.76751
2018-01-19,42,56.61987
2018-01-19,43,71.5
2018-01-19,44,104.385
2018-01-19,45,79.56775
2018-01-19,46,36.7
2018-01-19,47,31.53845
2018-01-19,48,31.24
2018-01-20,1,31.32118
2018-01-20,2,35.0
2018-01-20,3,38.13525
2018-01-20,4,35.0
2018-01-20,5,41.90177
2018-01-20,6,55.95
2018-01-20,7,55.95
2018-01-20,8,55.95
2018-01-20,9,56.0
2018-01-20,10,55.96079
2018-01-20,11,55.95
2018-01-20,12,56.0
2018-01-20,13,56.0
2018-01-20,14,38.19368
2018-01-20,15,37.59432
2018-01-20,16,56.98
2018-01-20,17,63.71773
2018-01-20,18,41.27512
2018-01-20,19,113.91755
2018-01-20,20,110.0
2018-01-20,21,120.0
2018-01-20,22,63.95
2018-01-20,23,73.20104
2018-01-20,24,79.95
2018-01-20,25,79.95
2018-01-20,26,79.95
2018-01-20,27,73.25403
2018-01-20,28,42.37796
2018-01-20,29,38.62
2018-01-20,30,39.25
2018-01-20,31,39.3724
2018-01-20,32,38.31353
2018-01-20,33,38.0
2018-01-20,34,38.05
2018-01-20,35,42.65995
2018-01-20,36,141.18307
2018-01-20,37,43.36203
2018-01-20,38,42.1
2018-01-20,39,41.74946
2018-01-20,40,39.60079
2018-01-20,41,38.61
2018-01-20,42,38.0
2018-01-20,43,86.31014
2018-01-20,44,115.0
2018-01-20,45,37.76904
2018-01-20,46,38.04379
2018-01-20,47,38.02416
2018-01-20,48,37.75
2018-01-21,1,38.02602
2018-01-21,2,60.0
2018-01-21,3,60.0
2018-01-21,4,66.55233
2018-01-21,5,35.976
2018-01-21,6,36.18919
2018-01-21,7,37.34594
2018-01-21,8,36.29161
2018-01-21,9,57.21816
2018-01-21,10,56.0
2018-01-21,11,56.0
2018-01-21,12,56.0
2018-01-21,13,38.13772
2018-01-21,14,38.02163
2018-01-21,15,37.72961
2018-01-21,16,37.25
2018-01-21,17,37.72
2018-01-21,18,37.85
2018-01-21,19,40.0
2018-01-21,20,82.7
2018-01-21,21,112.56852
2018-01-21,22,111.47287
2018-01-21,23,82.7
2018-01-21,24,81.65511
2018-01-21,25,78.4
2018-01-21,26,78.4
2018-01-21,27,80.98071
2018-01-21,28,71.35
2018-01-21,29,64.2
2018-01-21,30,39.60019
2018-01-21,31,70.1158
2018-01-21,32,72.0
2018-01-21,33,85.0
2018-01-21,34,105.0
2018-01-21,35,105.0
2018-01-21,36,105.0
2018-01-21,37,72.0
2018-01-21,38,72.0
2018-01-21,39,39.55
2018-01-21,40,38.45911
2018-01-21,41,38.72
2018-01-21,42,38.60263
2018-01-21,43,38.83628
2018-01-21,44,62.6
2018-01-21,45,37.596
2018-01-21,46,62.6
2018-01-21,47,56.0
2018-01-21,48,16.06175
2018-01-22,1,16.9844
2018-01-22,2,37.61488
2018-01-22,3,57.90262
2018-01-22,4,62.6
2018-01-22,5,62.6
2018-01-22,6,62.6
2018-01-22,7,60.98847
2018-01-22,8,57.12612
2018-01-22,9,27.9901
2018-01-22,10,15.90054
2018-01-22,11,37.0
2018-01-22,12,37.74636
2018-01-22,13,37.8
2018-01-22,14,36.97475
2018-01-22,15,37.75
2018-01-22,16,37.80569
2018-01-22,17,37.73255
2018-01-22,18,37.0
2018-01-22,19,37.0
2018-01-22,20,37.06712
2018-01-22,21,37.60937
2018-01-22,22,36.0
2018-01-22,23,36.0
2018-01-22,24,36.0
2018-01-22,25,36.0
2018-01-22,26,36.0
2018-01-22,27,36.0
2018-01-22,28,36.0
2018-01-22,29,35.6547
