settlement_date,settlement_period,period_start_utc,BIOMASS,CCGT,COAL,NPSHYD,NUCLEAR,OCGT,OIL,OTHER,PS,WIND,INTELEC,INTEW,INTFR,INTGRNL,INTIFA2,INTIRL,INTNED,INTNEM,INTNSL,INTVKL,INDO,ITSDO
2019-01-01,14,2019-01-01T06:30:00Z,1438,6537,0,438,6719,0,0,65,-580,7608,,-536,508,,,-450,416,,,,21491,23658
2019-01-01,15,2019-01-01T07:00:00Z,1029,6458,0,434,6709,0,0,63,-124,7577,,-536,1642,,,-454,0,,,,22133,23909
2019-01-01,16,2019-01-01T07:30:00Z,1018,6820,0,433,6698,0,0,66,62,7386,,-498,1652,,,-456,0,,,,22518,24097
2019-01-01,17,2019-01-01T08:00:00Z,1020,7288,0,477,6682,0,0,64,168,7103,,-362,1652,,,-456,166,,,,23126,24557
2019-01-01,18,2019-01-01T08:30:00Z,1026,8486,0,483,6669,0,0,72,278,6513,,-358,1650,,,-456,184,,,,23871,25292
2019-01-01,19,2019-01-01T09:00:00Z,1040,9497,0,530,6658,0,0,66,198,6018,,-376,1750,,,-428,754,,,,25020,26435
2019-01-01,20,2019-01-01T09:30:00Z,1243,10667,0,515,6645,0,0,71,174,5830,,-378,1750,,,-454,776,,,,26145,27589
2019-01-01,21,2019-01-01T10:00:00Z,1262,11399,0,516,6638,0,0,72,186,5702,,-276,1848,,,-456,864,,,,27150,28491
2019-01-01,22,2019-01-01T10:30:00Z,1286,12146,229,517,6593,0,0,65,154,5722,,-310,1848,,,-456,866,,,,27989,29365
2019-01-01,23,2019-01-01T11:00:00Z,1293,12834,306,501,6511,0,0,66,146,5536,,-460,1996,,,-456,982,,,,28601,30128
2019-01-01,24,2019-01-01T11:30:00Z,1290,13418,310,501,6490,0,0,65,144,5580,,-536,1998,,,-456,984,,,,29122,30724
2019-01-01,25,2019-01-01T12:00:00Z,1238,13859,307,518,6472,0,0,64,194,5736,,-536,1998,,,-456,1000,,,,29737,31339
2019-01-01,26,2019-01-01T12:30:00Z,1132,14354,460,525,6454,0,0,69,290,5460,,-536,1998,,,-456,1000,,,,30088,31689
2019-01-01,27,2019-01-01T13:00:00Z,1112,14960,507,540,6429,0,0,64,276,5128,,-536,1998,,,-456,1000,,,,30372,31974
2019-01-01,28,2019-01-01T13:30:00Z,1121,15050,460,537,6430,0,0,64,142,5176,,-536,1998,,,-456,1000,,,,30324,31926
2019-01-01,29,2019-01-01T14:00:00Z,1081,15367,414,525,6429,0,0,63,246,5149,,-536,1998,,,-456,1000,,,,30640,32241
2019-01-01,30,2019-01-01T14:30:00Z,908,15611,712,524,6433,0,0,67,222,5151,,-536,1998,,,-456,1000,,,,30986,32588
2019-01-01,31,2019-01-01T15:00:00Z,1229,15885,767,543,6431,0,0,68,182,5263,,-536,1998,,,-456,892,,,,31624,33226
2019-01-01,32,2019-01-01T15:30:00Z,1462,16177,1198,534,6432,0,0,64,192,5131,,-536,1998,,,-456,890,,,,32453,34055
2019-01-01,33,2019-01-01T16:00:00Z,1410,17554,1858,596,6429,0,0,68,226,4866,,-536,1998,,,-456,828,,,,34206,35811
2019-01-01,34,2019-01-01T16:30:00Z,1413,18094,2458,934,6418,0,0,73,864,4791,,-536,1998,,,-456,828,,,,36242,37851
2019-01-01,35,2019-01-01T17:00:00Z,1389,18173,2609,963,6421,0,0,81,964,4771,,-536,1998,,,-456,1054,,,,36794,38401
2019-01-01,36,2019-01-01T17:30:00Z,1371,18058,2648,856,6423,0,0,70,1100,4732,,-536,1998,,,-456,1058,,,,36693,38297
2019-01-01,37,2019-01-01T18:00:00Z,1398,18080,2615,830,6426,0,0,69,710,4696,,-536,1998,,,-456,1058,,,,36261,37872
2019-01-01,38,2019-01-01T18:30:00Z,1477,18077,2501,696,6423,0,0,67,242,4641,,-536,1998,,,-456,1058,,,,35556,37169
2019-01-01,39,2019-01-01T19:00:00Z,1451,17716,1969,593,6426,0,0,66,628,4694,,-536,1998,,,-456,1058,,,,34963,36566
2019-01-01,40,2019-01-01T19:30:00Z,1442,17531,1494,563,6424,0,0,71,364,4708,,-536,1998,,,-456,1058,,,,34032,35637
2019-01-01,41,2019-01-01T20:00:00Z,1446,17156,1265,479,6415,0,0,63,244,4712,,-536,1998,,,-456,1058,,,,33210,34814
2019-01-01,42,2019-01-01T20:30:00Z,1304,16602,942,474,6420,0,0,64,182,4663,,-536,1998,,,-456,1058,,,,32072,33675
2019-01-01,43,2019-01-01T21:00:00Z,1049,16004,888,459,6422,0,0,66,226,4725,,-536,1866,,,-456,1002,,,,31067,32669
2019-01-01,44,2019-01-01T21:30:00Z,1006,15035,645,460,6419,0,0,65,180,4629,,-536,1874,,,-456,1000,,,,29679,31283
2019-01-01,45,2019-01-01T22:00:00Z,938,15086,642,432,6414,0,0,65,242,4481,,-536,658,,,-456,1000,,,,28325,29932
2019-01-01,46,2019-01-01T22:30:00Z,913,14038,643,425,6409,0,0,66,280,4316,,-536,640,,,-456,1000,,,,27087,28696
2019-01-01,47,2019-01-01T23:00:00Z,905,12632,488,392,6367,0,0,66,-236,4259,,-536,1486,,,-456,952,,,,25647,27473
2019-01-01,48,2018-12-31T23:30:00Z,1068,6367,0,426,6938,0,0,64,-102,9326,,-378,1554,,,-456,-444,,,,24665,26592
2019-01-02,1,2019-01-02T00:00:00Z,911,11916,300,381,6325,0,0,66,-420,4028,,-536,1896,,,-456,922,,,,24659,26669
2019-01-02,2,2019-01-02T00:30:00Z,907,12583,300,379,6315,0,0,66,-474,3940,,-536,1898,,,-456,922,,,,25191,27256
2019-01-02,3,2019-01-02T01:00:00Z,902,12867,302,378,6318,0,0,64,-638,3686,,-536,1898,,,-456,922,,,,24991,27219
2019-01-02,4,2019-01-02T01:30:00Z,907,12672,302,378,6317,0,0,63,-924,3562,,-536,1898,,,-456,922,,,,24427,26941
2019-01-02,5,2019-01-02T02:00:00Z,915,12772,330,378,6315,0,0,63,-1178,3305,,-536,1898,,,-456,922,,,,24059,26827
2019-01-02,6,2019-01-02T02:30:00Z,938,12836,310,376,6319,0,0,63,-1230,3183,,-536,1898,,,-456,922,,,,23925,26746
2019-01-02,7,2019-01-02T03:00:00Z,963,12696,304,374,6318,0,0,63,-1394,3028,,-536,1898,,,-456,950,,,,23537,26482
2019-01-02,8,2019-01-02T03:30:00Z,989,12385,300,376,6319,0,0,64,-1440,3067,,-536,1898,,,-456,952,,,,23227,26259
2019-01-02,9,2019-01-02T04:00:00Z,1012,12115,305,387,6321,0,0,66,-1426,3030,,-536,1898,,,-456,952,,,,23025,26043
2019-01-02,10,2019-01-02T04:30:00Z,1053,12319,321,388,6316,0,0,67,-1432,2933,,-536,1896,,,-456,950,,,,23145,26168
2019-01-02,11,2019-01-02T05:00:00Z,1178,12249,539,416,6322,0,0,67,-1222,2959,,-536,1998,,,-456,900,,,,23734,26548
2019-01-02,12,2019-01-02T05:30:00Z,1265,12897,841,417,6323,0,0,68,-1056,2969,,-462,1998,,,-456,898,,,,25000,27573
2019-01-02,13,2019-01-02T06:00:00Z,1294,14405,1021,417,5954,0,0,67,-76,3110,,-310,1998,,,-448,966,,,,27726,29199
2019-01-02,14,2019-01-02T06:30:00Z,1452,16166,1508,419,5833,0,0,67,128,2983,,-302,1822,,,-372,968,,,,30001,31291
2019-01-02,15,2019-01-02T07:00:00Z,2201,19687,1595,449,5831,0,0,68,234,2952,,-454,58,,,-448,990,,,,32515,34105
2019-01-02,16,2019-01-02T07:30:00Z,2505,21424,1631,461,5830,0,0,66,254,2665,,-536,-16,,,-454,990,,,,34175,35879
2019-01-02,17,2019-01-02T08:00:00Z,2494,21366,1740,530,5832,0,0,66,152,2764,,-536,1550,,,-454,1056,,,,36046,37651
2019-01-02,18,2019-01-02T08:30:00Z,2670,22404,1892,551,5833,0,0,65,158,2788,,-536,1592,,,-454,1058,,,,37470,39075
2019-01-02,19,2019-01-02T09:00:00Z,2706,23032,2322,554,5826,0,0,67,158,2620,,-536,1992,,,-454,970,,,,38617,40222
2019-01-02,20,2019-01-02T09:30:00Z,2813,23111,2902,559,5721,0,0,67,182,2318,,-536,1994,,,-454,968,,,,39004,40609
2019-01-02,21,2019-01-02T10:00:00Z,2816,23122,3183,543,5692,0,0,72,204,2228,,-536,1878,,,-454,1056,,,,39156,40760
2019-01-02,22,2019-01-02T10:30:00Z,2820,23234,3237,543,5689,0,0,71,200,2050,,-536,1876,,,-454,1058,,,,39152,40756
2019-01-02,23,2019-01-02T11:00:00Z,2820,23301,3286,499,5689,0,0,67,214,1952,,-536,1990,,,-454,1002,,,,39183,40787
2019-01-02,24,2019-01-02T11:30:00Z,2822,23276,3308,494,5687,0,0,74,272,1773,,-536,1990,,,-454,1000,,,,39055,40657
2019-01-02,25,2019-01-02T12:00:00Z,2824,23279,3398,753,5692,0,0,70,384,1742,,-536,1998,,,-454,942,,,,39441,41041
2019-01-02,26,2019-01-02T12:30:00Z,2824,23388,3604,807,5702,0,0,68,282,1677,,-536,1998,,,-454,940,,,,39649,41252
2019-01-02,27,2019-01-02T13:00:00Z,2822,23456,3716,807,5800,0,0,66,402,1484,,-536,1998,,,-454,1000,,,,39925,41526
2019-01-02,28,2019-01-02T13:30:00Z,2819,23627,3783,805,5896,0,0,65,298,1442,,-536,1998,,,-454,1000,,,,40105,41706
2019-01-02,29,2019-01-02T14:00:00Z,2821,23859,4036,647,5917,0,0,66,360,1423,,-536,1998,,,-454,1000,,,,40485,42085
2019-01-02,30,2019-01-02T14:30:00Z,2823,24107,4446,647,5918,0,0,64,240,1395,,-536,1998,,,-454,972,,,,40980,42583
2019-01-02,31,2019-01-02T15:00:00Z,2757,24426,4855,660,5920,0,0,64,762,1241,,-536,1998,,,-454,146,,,,41194,42800
2019-01-02,32,2019-01-02T15:30:00Z,2737,24642,5218,565,5921,0,0,65,1314,1253,,-536,1998,,,-454,102,,,,42168,43765
2019-01-02,33,2019-01-02T16:00:00Z,2749,24973,5516,712,5920,40,0,66,1660,1025,,-536,1998,,,-454,336,,,,43385,44985
2019-01-02,34,2019-01-02T16:30:00Z,2707,25662,5679,814,5926,105,0,68,1404,1180,,-536,1998,,,-454,352,,,,44369,45972
2019-01-02,35,2019-01-02T17:00:00Z,2715,25740,5612,840,5923,164,0,72,1816,1292,,-536,1998,,,-454,354,,,,44910,46512
2019-01-02,36,2019-01-02T17:30:00Z,2723,25647,5450,835,5920,148,0,77,1890,1355,,-536,1998,,,-454,354,,,,44807,46407
2019-01-02,37,2019-01-02T18:00:00Z,2693,25317,5549,909,5922,0,0,69,1930,1407,,-536,1998,,,-454,426,,,,44620,46217
2019-01-02,38,2019-01-02T18:30:00Z,2729,25110,5621,908,5918,0,0,69,1780,1287,,-536,1998,,,-454,430,,,,44245,45839
2019-01-02,39,2019-01-02T19:00:00Z,2645,24648,5683,855,5921,0,0,73,1290,1322,,-536,1998,,,-454,738,,,,43605,45201
2019-01-02,40,2019-01-02T19:30:00Z,2436,24549,5664,609,5922,0,0,68,600,1389,,-536,1998,,,-454,746,,,,42374,43973
2019-01-02,41,2019-01-02T20:00:00Z,2040,24217,5561,607,5921,0,0,65,370,1377,,-536,1998,,,-454,584,,,,41140,42738
2019-01-02,42,2019-01-02T20:30:00Z,1820,23719,4904,532,5917,0,0,64,272,1299,,-536,1998,,,-454,584,,,,39497,41101
2019-01-02,43,2019-01-02T21:00:00Z,1679,22981,3863,501,5920,0,0,63,260,1342,,-536,1998,,,-454,930,,,,37915,39587
2019-01-02,44,2019-01-02T21:30:00Z,1579,22353,2706,490,5916,0,0,63,172,1402,,-536,1998,,,-454,940,,,,35999,37673
2019-01-02,45,2019-01-02T22:00:00Z,1527,21327,2051,452,5915,0,0,64,204,1299,,-536,1924,,,-454,958,,,,34118,35792
2019-01-02,46,2019-01-02T22:30:00Z,1498,20542,1223,433,5919,0,0,65,56,1242,,-536,1922,,,-456,958,,,,32231,33916
2019-01-02,47,2019-01-02T23:00:00Z,1393,19281,833,407,5917,0,0,66,-406,1277,,-536,1998,,,-446,1000,,,,30129,32112
2019-01-02,48,2019-01-01T23:30:00Z,908,12062,303,382,6327,0,0,67,-314,4159,,-536,1490,,,-456,950,,,,28946,31416
2019-01-03,1,2019-01-03T00:00:00Z,1225,18708,530,357,5727,0,0,67,-970,1485,,-536,1998,,,-416,1056,,,,28588,31110
2019-01-03,2,2019-01-03T00:30:00Z,1225,18845,485,341,5694,0,0,66,-750,1421,,-536,1998,,,-338,1058,,,,28859,31083
2019-01-03,3,2019-01-03T01:00:00Z,1274,18882,303,322,5689,0,0,66,-890,1345,,-536,1998,,,-350,1058,,,,28503,30878
2019-01-03,4,2019-01-03T01:30:00Z,1231,18545,300,323,5695,0,0,65,-1152,1363,,-536,1998,,,-320,1058,,,,27894,30502
2019-01-03,5,2019-01-03T02:00:00Z,1205,18878,300,323,5682,0,0,65,-1854,1329,,-536,1998,,,-354,1058,,,,27432,30776
2019-01-03,6,2019-01-03T02:30:00Z,1313,18823,301,323,5675,0,0,63,-2132,1325,,-536,1998,,,-354,1058,,,,27215,30837
2019-01-03,7,2019-01-03T03:00:00Z,1262,18718,300,322,5678,0,0,63,-2326,1381,,-536,1998,,,-450,1058,,,,26840,30751
2019-01-03,8,2019-01-03T03:30:00Z,1273,18270,300,322,5763,0,0,63,-2338,1291,,-536,1998,,,-456,1058,,,,26386,30315
2019-01-03,9,2019-01-03T04:00:00Z,1272,18050,300,320,5882,0,0,64,-2322,1251,,-536,1998,,,-456,1002,,,,26184,30098
2019-01-03,10,2019-01-03T04:30:00Z,1284,17940,332,319,5905,0,0,64,-2306,1362,,-536,1998,,,-456,1000,,,,26264,30161
2019-01-03,11,2019-01-03T05:00:00Z,1314,17994,797,316,5909,0,0,66,-2290,1443,,-536,1998,,,-426,1000,,,,26940,30793
2019-01-03,12,2019-01-03T05:30:00Z,1282,17860,1234,314,5909,0,0,67,-1632,1468,,-464,1998,,,-286,994,,,,28090,31072
2019-01-03,13,2019-01-03T06:00:00Z,1354,19499,1735,313,5909,0,0,67,-152,1438,,-310,1072,,,-138,572,,,,30719,31962
2019-01-03,14,2019-01-03T06:30:00Z,1755,20728,2111,315,5909,0,0,66,96,1489,,-290,978,,,-152,558,,,,33146,34205
2019-01-03,15,2019-01-03T07:00:00Z,2133,22578,2907,362,5916,0,0,68,158,1477,,-456,1762,,,-302,-138,,,,35850,37358
2019-01-03,16,2019-01-03T07:30:00Z,2054,23745,3648,382,5916,0,0,69,198,1415,,-492,1766,,,-292,-144,,,,37636,39175
2019-01-03,17,2019-01-03T08:00:00Z,2062,24434,4307,571,5917,0,0,67,280,1343,,-344,1998,,,-418,-304,,,,39316,40992
2019-01-03,18,2019-01-03T08:30:00Z,2366,24604,5247,607,5913,0,0,66,208,1232,,-330,1998,,,-408,-308,,,,40598,42255
2019-01-03,19,2019-01-03T09:00:00Z,2540,24990,6001,507,5916,0,0,78,286,1191,,-478,2000,,,-440,-388,,,,41605,43520
2019-01-03,20,2019-01-03T09:30:00Z,2721,24930,6320,493,5918,0,0,67,212,1153,,-536,1998,,,-454,-390,,,,41840,43833
2019-01-03,21,2019-01-03T10:00:00Z,2893,24904,6458,497,5913,0,0,66,160,1190,,-536,1998,,,-456,-504,,,,41975,44089
2019-01-03,22,2019-01-03T10:30:00Z,2899,24978,6473,492,5912,0,0,73,174,1243,,-536,1998,,,-456,-486,,,,42114,44213
2019-01-03,23,2019-01-03T11:00:00Z,2884,25052,6464,465,5902,0,0,72,542,1232,,-536,2000,,,-456,-104,,,,41913,43623
2019-01-03,24,2019-01-03T11:30:00Z,2823,25077,6494,465,5893,0,0,66,650,1213,,-536,2000,,,-456,-104,,,,41978,43690
2019-01-03,25,2019-01-03T12:00:00Z,2818,24756,6439,412,5888,0,0,67,504,1222,,-536,1998,,,-456,-226,,,,42222,44053
2019-01-03,26,2019-01-03T12:30:00Z,2821,24380,6462,516,5893,0,0,67,430,1280,,-536,1998,,,-456,-232,,,,42018,43855
2019-01-03,27,2019-01-03T13:00:00Z,2839,24383,6710,527,5894,0,0,67,208,1340,,-536,1998,,,-456,-192,,,,42172,43974
2019-01-03,28,2019-01-03T13:30:00Z,2831,24357,6708,641,5891,0,0,67,802,1310,,-536,1998,,,-456,-190,,,,42825,44616
2019-01-03,29,2019-01-03T14:00:00Z,2757,24429,7009,702,5893,0,0,66,454,1294,,-536,1998,,,-456,202,,,,43197,44807
2019-01-03,30,2019-01-03T14:30:00Z,2758,24500,7045,587,5891,0,0,65,448,1386,,-536,1998,,,-456,234,,,,43311,44918
2019-01-03,31,2019-01-03T15:00:00Z,2764,24479,6956,481,5894,0,0,64,166,1370,,-536,1998,,,-456,966,,,,43531,45134
2019-01-03,32,2019-01-03T15:30:00Z,2763,24486,6749,843,5892,0,0,64,500,1359,,-536,1998,,,-456,998,,,,44053,45663
2019-01-03,33,2019-01-03T16:00:00Z,2699,24675,6730,919,5894,0,0,65,1302,1313,,-536,1998,,,-456,712,,,,44682,46289
2019-01-03,34,2019-01-03T16:30:00Z,2769,24428,6630,957,5895,81,0,66,1248,1406,,-536,1998,,,-456,706,,,,44572,46178
2019-01-03,35,2019-01-03T17:00:00Z,2771,24523,6414,988,5894,100,0,107,1300,1433,,-536,1998,,,-456,716,,,,44653,46262
2019-01-03,36,2019-01-03T17:30:00Z,2771,24571,6241,1018,5800,100,0,96,1326,1510,,-536,1998,,,-456,716,,,,44551,46161
2019-01-03,37,2019-01-03T18:00:00Z,2725,24619,6180,976,5684,100,0,70,1228,1537,,-536,1998,,,-456,764,,,,44287,45897
2019-01-03,38,2019-01-03T18:30:00Z,2686,24472,6287,944,5672,100,0,70,1528,1501,,-536,1998,,,-456,768,,,,44434,46036
2019-01-03,39,2019-01-03T19:00:00Z,2780,24440,6481,537,5668,100,0,69,1450,1562,,-536,1998,,,-456,1052,,,,44536,46136
2019-01-03,40,2019-01-03T19:30:00Z,2793,24429,6291,511,5683,25,0,67,954,1538,,-536,1998,,,-456,1058,,,,43730,45336
2019-01-03,41,2019-01-03T20:00:00Z,2782,24379,5691,476,5702,0,0,66,474,1413,,-536,1998,,,-456,1018,,,,42388,43995
2019-01-03,42,2019-01-03T20:30:00Z,2759,24208,4752,447,5719,0,0,64,148,1445,,-520,1998,,,-456,1016,,,,40960,42551
2019-01-03,43,2019-01-03T21:00:00Z,2518,23417,3985,395,5806,0,0,63,160,1492,,-536,1998,,,-420,902,,,,39148,40716
2019-01-03,44,2019-01-03T21:30:00Z,2405,22265,3284,396,5944,0,0,64,146,1449,,-536,1998,,,-398,902,,,,37104,38648
2019-01-03,45,2019-01-03T22:00:00Z,2433,20981,2713,408,5993,0,0,63,198,1359,,-536,1604,,,-454,998,,,,35110,36711
2019-01-03,46,2019-01-03T22:30:00Z,2283,20270,1773,401,6017,0,0,64,20,1318,,-536,1592,,,-456,1000,,,,33096,34859
2019-01-03,47,2019-01-03T23:00:00Z,1696,19804,1252,329,6024,0,0,64,-690,1363,,-536,1998,,,-456,1000,,,,31045,33369
2019-01-03,48,2019-01-02T23:30:00Z,1278,18978,537,383,5860,0,0,67,-978,1368,,-536,1998,,,-356,1000,,,,29697,32745
2019-01-04,1,2019-01-04T00:00:00Z,1044,19359,1174,293,6060,0,0,66,-1634,1432,,-396,1998,,,-456,1058,,,,29342,32426
2019-01-04,2,2019-01-04T00:30:00Z,1043,19512,1005,290,6067,0,0,67,-1506,1530,,-316,1998,,,-456,1058,,,,29634,32511
2019-01-04,3,2019-01-04T01:00:00Z,1042,19509,836,275,6081,0,0,67,-1744,1617,,-444,1998,,,-436,1058,,,,29192,32416
2019-01-04,4,2019-01-04T01:30:00Z,1038,19185,765,274,6096,0,0,67,-1998,1571,,-448,1998,,,-454,1058,,,,28484,31986
2019-01-04,5,2019-01-04T02:00:00Z,1036,18823,770,273,6111,0,0,66,-1986,1490,,-528,1998,,,-456,1058,,,,27987,31556
2019-01-04,6,2019-01-04T02:30:00Z,1040,18723,781,272,6125,0,0,65,-2088,1483,,-524,1998,,,-456,1058,,,,27812,31480
2019-01-04,7,2019-01-04T03:00:00Z,1051,18526,771,271,6143,0,0,63,-2316,1371,,-432,1998,,,-456,1058,,,,27394,31197
2019-01-04,8,2019-01-04T03:30:00Z,1052,18116,764,269,6155,0,0,63,-2312,1373,,-430,1998,,,-456,1058,,,,26987,30784
2019-01-04,9,2019-01-04T04:00:00Z,1056,17873,774,269,6071,0,0,64,-2282,1507,,-490,1998,,,-456,1002,,,,26723,30549
2019-01-04,10,2019-01-04T04:30:00Z,1046,17998,761,268,5958,0,0,63,-2282,1685,,-492,1998,,,-456,1000,,,,26885,30714
2019-01-04,11,2019-01-04T05:00:00Z,1038,18486,823,268,5952,0,0,66,-2178,1825,,-436,1998,,,-456,834,,,,27550,31219
2019-01-04,12,2019-01-04T05:30:00Z,1205,18371,1006,268,5959,0,0,68,-1706,1979,,-338,1998,,,-456,830,,,,28668,31677
2019-01-04,13,2019-01-04T06:00:00Z,1759,18909,1701,284,5958,0,0,70,-516,2061,,-172,1998,,,-456,212,,,,31174,32918
2019-01-04,14,2019-01-04T06:30:00Z,2113,19889,2161,284,5966,0,0,70,-58,2150,,-98,1998,,,-456,188,,,,33769,35092
2019-01-04,15,2019-01-04T07:00:00Z,2612,22307,2624,296,5969,0,0,70,104,2317,,-254,1900,,,-424,-336,,,,36580,38251
2019-01-04,16,2019-01-04T07:30:00Z,2638,23404,3329,304,5987,0,0,69,142,2471,,-274,1896,,,-436,-356,,,,38567,40244
2019-01-04,17,2019-01-04T08:00:00Z,2709,23813,3596,413,6117,0,0,69,226,2621,,-228,1998,,,-434,-104,,,,40187,41563
2019-01-04,18,2019-01-04T08:30:00Z,2808,24402,3809,451,6184,0,0,66,218,2606,,-90,1998,,,-428,-104,,,,41393,42626
2019-01-04,19,2019-01-04T09:00:00Z,2787,25020,3952,480,6189,0,0,64,158,2589,,0,1998,,,-456,236,,,,42392,43457
2019-01-04,20,2019-01-04T09:30:00Z,2841,25045,4030,495,6203,0,0,63,144,2641,,0,1998,,,-456,252,,,,42629,43692
2019-01-04,21,2019-01-04T10:00:00Z,2757,24945,4211,490,6203,0,0,64,144,2603,,0,1998,,,-456,306,,,,42620,43682
2019-01-04,22,2019-01-04T10:30:00Z,2709,24880,4199,495,6203,0,0,63,140,2537,,0,1998,,,-456,306,,,,42477,43541
2019-01-04,23,2019-01-04T11:00:00Z,2593,24735,3838,432,6200,0,0,64,140,2616,,0,1658,,,-456,250,,,,42410,43477
2019-01-04,24,2019-01-04T11:30:00Z,2600,24653,3834,446,6206,0,0,65,138,2683,,0,1646,,,-456,248,,,,42437,43504
2019-01-04,25,2019-01-04T12:00:00Z,2736,24727,4020,451,6201,0,0,66,160,2726,,0,1998,,,-456,426,,,,42494,43558
2019-01-04,26,2019-01-04T12:30:00Z,2632,24670,4007,449,6199,0,0,66,144,2868,,0,1998,,,-456,424,,,,42385,43449
2019-01-04,27,2019-01-04T13:00:00Z,2760,24634,4172,449,6198,0,0,68,182,2779,,0,1950,,,-456,106,,,,42214,43277
2019-01-04,28,2019-01-04T13:30:00Z,2718,24682,4117,432,6199,0,0,67,256,2726,,0,1948,,,-456,104,,,,42172,43233
2019-01-04,29,2019-01-04T14:00:00Z,2800,24838,4079,454,6129,0,0,66,226,2775,,0,1948,,,-456,152,,,,42397,43465
2019-01-04,30,2019-01-04T14:30:00Z,2692,24995,4226,475,5997,0,0,65,176,2763,,0,1948,,,-456,152,,,,42421,43484
2019-01-04,31,2019-01-04T15:00:00Z,2828,25023,4497,497,5976,0,0,64,164,2828,,0,1948,,,-456,102,,,,42851,43913
2019-01-04,32,2019-01-04T15:30:00Z,2921,25099,4924,526,5972,0,0,63,138,2757,,0,1948,,,-456,102,,,,43380,44449
2019-01-04,33,2019-01-04T16:00:00Z,2918,24803,4897,596,5974,3,0,65,212,2760,,0,1998,,,-456,200,,,,43342,44417
2019-01-04,34,2019-01-04T16:30:00Z,2832,24979,4843,717,5972,100,0,67,942,2840,,0,1998,,,-456,212,,,,44403,45472
2019-01-04,35,2019-01-04T17:00:00Z,2787,24973,4555,747,5975,100,0,98,734,2912,,0,1998,,,-456,736,,,,44541,45613
2019-01-04,36,2019-01-04T17:30:00Z,2721,24896,4512,738,5972,100,0,67,1016,2832,,0,1998,,,-456,756,,,,44530,45598
2019-01-04,37,2019-01-04T18:00:00Z,2669,24929,4579,664,5977,0,0,68,1036,2914,,0,1998,,,-456,906,,,,44666,45733
2019-01-04,38,2019-01-04T18:30:00Z,2797,24986,4551,590,5980,0,0,70,458,3102,,0,1998,,,-456,910,,,,44356,45430
2019-01-04,39,2019-01-04T19:00:00Z,2785,24596,4483,514,6069,0,0,70,420,3151,,0,1998,,,-456,1056,,,,44059,45130
2019-01-04,40,2019-01-04T19:30:00Z,2678,24240,4131,512,6203,0,0,70,148,3011,,0,1998,,,-456,1058,,,,42938,44007
2019-01-04,41,2019-01-04T20:00:00Z,2642,23691,3325,479,6205,0,0,69,166,2888,,0,1816,,,-456,1058,,,,41234,42300
2019-01-04,42,2019-01-04T20:30:00Z,2657,23047,2782,430,6197,0,0,69,228,2661,,0,1818,,,-456,1058,,,,39836,40901
2019-01-04,43,2019-01-04T21:00:00Z,2663,22706,2160,413,6195,0,0,66,226,2580,,0,1188,,,-456,1002,,,,38091,39157
2019-01-04,44,2019-01-04T21:30:00Z,2634,21551,1571,393,6193,0,0,64,184,2538,,0,1182,,,-442,1000,,,,36194,37246
2019-01-04,45,2019-01-04T22:00:00Z,2574,20175,1152,342,6200,0,0,65,226,2570,,0,1096,,,-454,1000,,,,34289,35354
